C_SKU_Nbr,C_Short_Week,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_sku1,C_year1_1,C_Sales_Units,C_Sales_Units_LY,C_sales,C_sales_ly
1003912161,FW 202048,0020-LONG ISLAND,0020,1274-HEMPSTEAD,1274,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202049,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202048,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,-1.0,,-28.87,
1003912161,FW 202102,0101-MINNESOTA,0101,2809-BURNSVILLE,2809,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,14.0,,262.29,
1003912161,FW 202102,0101-MINNESOTA,0101,2821-ELK RIVER,2821,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-2.0,,-37.74,
1003912161,FW 202102,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1003912161,FW 202052,0164-MILWAUKEE,0164,4920-W GREEN BAY,4920,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202102,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,57.74,
1003912161,FW 202051,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1003912161,FW 202102,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,5.0,,98.11,
1005945472,FW 202101,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,3.0,,86.61,
1003912161,FW 202102,0020-LONG ISLAND,0020,1274-HEMPSTEAD,1274,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1003912161,FW 202051,0039-BOSTON/MA/NH,0039,2659-S ATTLEBORO,2659,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202052,0039-BOSTON/MA/NH,0039,2659-S ATTLEBORO,2659,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,4.0,,115.48,
1005945472,FW 202051,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,4.0,,13.04,
1005945472,FW 202102,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,5.0,,144.35,
1003912161,FW 202052,0039-BOSTON/MA/NH,0039,2651-BELLINGHAM,2651,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,5.0,,94.35000000000001,
1005945472,FW 202051,0039-BOSTON/MA/NH,0039,2613-WAREHAM,2613,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,6.0,,173.22,
1005945472,FW 202101,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,8.0,,230.96,
1005945472,FW 202102,0164-MILWAUKEE,0164,4928-E APPLETON,4928,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,10.0,,288.7,
1005945472,FW 202102,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,12.0,,346.44,
1005945472,FW 202052,0101-MINNESOTA,0101,2813-EAGAN,2813,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,30.0,,866.1,
1003912161,FW 202101,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202103,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202102,0164-MILWAUKEE,0164,4941-SE MILWAUKEE,4941,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202052,0101-MINNESOTA,0101,2841-SHAKOPEE,2841,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202052,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202051,0020-LONG ISLAND,0020,1208-ELMONT,1208,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202103,0019-NASHVILLE,0019,0722-BELLEVUE,0722,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202103,0089-BIRMINGHAM,0089,0812-SCOTTSBORO,0812,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202051,0019-NASHVILLE,0019,"0726-CLARKSVILLE, TN",0726,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202051,0089-BIRMINGHAM,0089,0881-HOOVER,0881,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,10.0,,188.7,
1005945472,FW 202102,0089-BIRMINGHAM,0089,0883-MONTGOMERY,0883,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,4.0,,115.48,
1005945472,FW 202101,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,14.0,,404.18,
1003912161,FW 202051,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202049,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,0.0,,0.0,
1003912161,FW 202049,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,6.0,,113.22000000000001,
1005945472,FW 202101,0039-BOSTON/MA/NH,0039,2667-SOMERVILLE,2667,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,12.0,,311.8,
1005945472,FW 202102,0101-MINNESOTA,0101,2828-BLAINE,2828,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,22.0,,635.14,
1005945472,FW 202102,0164-MILWAUKEE,0164,4931-WAUSAU,4931,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,10.0,,288.7,
1003912161,FW 202052,0020-LONG ISLAND,0020,1216-VALLEY STREAM,1216,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,-4.0,,-75.48,
1003912161,FW 202102,0101-MINNESOTA,0101,2828-BLAINE,2828,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,10.0,,207.5,
1005945472,FW 202102,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,57.74,
1003912161,FW 202050,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,4.0,,75.48,
1005945472,FW 202050,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,2.0,,57.74,
1005945472,FW 202103,0039-BOSTON/MA/NH,0039,2674-WALTHAM,2674,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,51.96,
1005945472,FW 202103,0101-MINNESOTA,0101,2828-BLAINE,2828,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,57.74,
1005945472,FW 202103,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,4.0,,115.48,
1003912161,FW 202050,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,4.0,,75.48,
1005945472,FW 202102,0164-MILWAUKEE,0164,4923-WAUWATOSA,4923,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,4.0,,115.48,
1005945472,FW 202103,0101-MINNESOTA,0101,2808-PLYMOUTH,2808,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,6.0,,173.22,
1003912161,FW 202050,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,7.0,,28.069999999999993,
1005945472,FW 202102,0164-MILWAUKEE,0164,4915-BELLEVUE (E GREEN BAY),4915,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,22.0,,635.14,
1005945472,FW 202102,0101-MINNESOTA,0101,4935-HUDSON,4935,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,12.0,,346.44,
1005945472,FW 202103,0101-MINNESOTA,0101,4905-LA CROSSE,4905,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,8.66,
1005945472,FW 202052,0039-BOSTON/MA/NH,0039,2651-BELLINGHAM,2651,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1003912161,FW 202103,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202102,0039-BOSTON/MA/NH,0039,2674-WALTHAM,2674,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202051,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202052,0101-MINNESOTA,0101,2807-MINNEAPOLIS NE,2807,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
