C_SKU_Nbr,C_Short_Week,C_d_Store,C_d_Store_Nbr,C_sku1,C_Sales_Units,C_Str_OH_units_wkly,C_sales
1005559956,FW 202042,1507-DENVER SW,1507,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",8.0,153.0,175.84
1005559955,FW 202026,1516-PARKER,1516,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202029,1522-GOLDEN,1522,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202032,"1526-GLENDALE,CO",1526,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,261.0,
1005559955,FW 202042,"1526-GLENDALE,CO",1526,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,230.0,
1005559956,FW 202028,1540-HIGHLANDS RANCH,1540,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",2.0,260.0,43.96
1005559955,FW 202033,1549-JEFFERSON COUNTY,1549,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,262.0,
1005559955,FW 202102,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,245.0,
1005559955,FW 202037,1524-BROOMFIELD,1524,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,203.0,
1005559956,FW 202022,1529-LOVELAND,1529,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,261.0,
1005559956,FW 202038,1540-HIGHLANDS RANCH,1540,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,248.0,
1005559956,FW 202022,1551-NORTH AURORA,1551,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,263.0,
1005559955,FW 202043,1507-DENVER SW,1507,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,248.0,
1005559955,FW 202031,1511-PUEBLO,1511,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202044,1519-LITTLETON,1519,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,260.0,
1005559955,FW 202026,1521-LONGMONT,1521,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202027,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,251.0,
1005559956,FW 202042,1511-PUEBLO,1511,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202028,1532-STAPLETON,1532,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,262.0,
1005559955,FW 202048,1551-NORTH AURORA,1551,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202101,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,184.0,21.98
1005559955,FW 202032,"1514-LAKEWOOD, CO",1514,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202037,1515-GREELEY,1515,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",37.0,153.0,813.2600000000001
1005559955,FW 202026,1502-ARVADA,1502,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202037,1510-ACADEMY BLVD,1510,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202042,1512-FT COLLINS,1512,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",0.0,218.0,0.0
1005559955,FW 202033,1522-GOLDEN,1522,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202042,1551-NORTH AURORA,1551,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202052,1505-SANTA FE,1505,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,159.0,
1005559955,FW 202027,1507-DENVER SW,1507,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",2.0,258.0,43.96
1005559955,FW 202024,1512-FT COLLINS,1512,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,262.0,
1005559956,FW 202019,"1514-LAKEWOOD, CO",1514,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,0.0,
1005559955,FW 202044,1522-GOLDEN,1522,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,246.0,
1005559956,FW 202023,1538-NE COLORADO SPRINGS,1538,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,260.0,
1005559956,FW 202033,1551-NORTH AURORA,1551,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,249.0,21.98
1005559955,FW 202032,"1501-AURORA, CO",1501,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,244.0,
1005559955,FW 202039,1507-DENVER SW,1507,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",-2.0,248.0,-43.96
1005559956,FW 202035,1510-ACADEMY BLVD,1510,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202032,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,260.0,
1005559955,FW 202028,"1517-WESTMINSTER, CO",1517,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",2.0,261.0,43.96
1005559955,FW 202037,1528-SADDLEROCK,1528,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,220.0,21.98
1005559955,FW 202022,1550-LAKEWOOD-NORTH,1550,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202044,1550-LAKEWOOD-NORTH,1550,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559955,FW 202050,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,77.0,
1005559956,FW 202101,1549-JEFFERSON COUNTY,1549,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,127.0,
1005559956,FW 202049,1510-ACADEMY BLVD,1510,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,266.0,
1005559956,FW 202049,1512-FT COLLINS,1512,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,194.0,
1005559955,FW 202026,1505-SANTA FE,1505,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",2.0,259.0,43.96
1005559955,FW 202020,1510-ACADEMY BLVD,1510,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202031,"1547-BRIGHTON,CO",1547,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,260.0,19.78
1005559956,FW 202021,1550-LAKEWOOD-NORTH,1550,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202047,"1547-BRIGHTON,CO",1547,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,201.0,
1005559955,FW 202047,1519-LITTLETON,1519,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",11.0,67.0,118.66000000000001
1005559956,FW 202050,"1514-LAKEWOOD, CO",1514,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,235.0,
1005559955,FW 202036,1531-CASTLE ROCK,1531,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,258.0,
1005559956,FW 202051,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",29.0,193.0,580.3000000000001
1005559955,FW 202029,"1501-AURORA, CO",1501,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,262.0,
1005559955,FW 202035,1506-LOUISVILLE,1506,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,263.0,
1005559955,FW 202043,1520-BEAR VALLEY,1520,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202039,1531-CASTLE ROCK,1531,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,255.0,21.98
1005559956,FW 202101,1506-LOUISVILLE,1506,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,242.0,
1005559955,FW 202040,"1501-AURORA, CO",1501,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559955,FW 202028,1507-DENVER SW,1507,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",4.0,254.0,85.72000000000001
1005559955,FW 202035,1512-FT COLLINS,1512,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",11.0,223.0,241.78
1005559955,FW 202023,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202048,1520-BEAR VALLEY,1520,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202102,1510-ACADEMY BLVD,1510,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,265.0,
1005559956,FW 202042,1506-LOUISVILLE,1506,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,244.0,21.98
1005559955,FW 202019,1508-PARK MEADOWS,1508,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,0.0,
1005559955,FW 202038,1544-N FT COLLINS,1544,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,234.0,
1005559955,FW 202031,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,256.0,
1005559956,FW 202051,1524-BROOMFIELD,1524,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,196.0,
1005559956,FW 202052,1529-LOVELAND,1529,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,230.0,
1005559956,FW 202025,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",3.0,258.0,65.94
1005559955,FW 202038,1524-BROOMFIELD,1524,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,203.0,
1005559956,FW 202030,1532-STAPLETON,1532,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,251.0,21.98
1005559955,FW 202021,1538-NE COLORADO SPRINGS,1538,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",10.0,254.0,219.79999999999998
1005559956,FW 202045,1548-N THORNTON,1548,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,149.0,21.98
1005559955,FW 202048,1532-STAPLETON,1532,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,239.0,
1005559956,FW 202049,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,222.0,
1005559955,FW 202027,1509-GREENWOOD VILLAGE,1509,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202031,1518-SW COLORADO SPRINGS,1518,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,248.0,
1005559956,FW 202034,1519-LITTLETON,1519,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,260.0,
1005559955,FW 202044,1540-HIGHLANDS RANCH,1540,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",3.0,219.0,65.94
1005559956,FW 202045,1503-THORNTON,1503,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,231.0,
1005559955,FW 202045,1505-SANTA FE,1505,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",3.0,182.0,65.94
1005559955,FW 202030,1510-ACADEMY BLVD,1510,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",6.0,246.0,131.88
1005559956,FW 202032,1546-BOULDER,1546,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,254.0,
1005559956,FW 202042,1550-LAKEWOOD-NORTH,1550,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,251.0,
1005559956,FW 202051,1540-HIGHLANDS RANCH,1540,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,241.0,
1005559955,FW 202032,1503-THORNTON,1503,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,231.0,
1005559956,FW 202019,1503-THORNTON,1503,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,0.0,
1005559956,FW 202042,1512-FT COLLINS,1512,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,194.0,
1005559956,FW 202037,1524-BROOMFIELD,1524,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,262.0,
1005559955,FW 202038,1540-HIGHLANDS RANCH,1540,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,218.0,
1005559956,FW 202047,1548-N THORNTON,1548,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,149.0,
1005559955,FW 202027,1503-THORNTON,1503,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",3.0,251.0,65.94
1005559956,FW 202021,1511-PUEBLO,1511,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202036,1529-LOVELAND,1529,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,241.0,
1005559955,FW 202101,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,80.0,
1005559955,FW 202025,1518-SW COLORADO SPRINGS,1518,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202040,1540-HIGHLANDS RANCH,1540,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,280.0,
1005559956,FW 202033,1548-N THORNTON,1548,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",2.0,233.0,43.96000000000001
1005559956,FW 202037,1550-LAKEWOOD-NORTH,1550,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",4.0,253.0,87.92
1005559956,FW 202052,"1501-AURORA, CO",1501,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,320.0,
1005559955,FW 202033,"1514-LAKEWOOD, CO",1514,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202030,1550-LAKEWOOD-NORTH,1550,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202040,1510-ACADEMY BLVD,1510,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202031,1511-PUEBLO,1511,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202052,1523-PIONEER HILLS,1523,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,263.0,
1005559955,FW 202052,"1547-BRIGHTON,CO",1547,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",4.0,196.0,87.92
1005559955,FW 202102,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,57.0,
1005559956,FW 202051,"1547-BRIGHTON,CO",1547,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,205.0,
1005559955,FW 202045,1523-PIONEER HILLS,1523,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",-3.0,475.0,-65.94
1005559956,FW 202027,1546-BOULDER,1546,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",2.0,262.0,43.96
1005559955,FW 202040,1535-EVERGREEN,1535,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",17.0,,100.92
1005559955,FW 202043,1509-GREENWOOD VILLAGE,1509,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,249.0,
1005559956,FW 202019,1528-SADDLEROCK,1528,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,0.0,
1005559955,FW 202038,1529-LOVELAND,1529,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",16.0,224.0,351.68
1005559955,FW 202031,1532-STAPLETON,1532,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,262.0,
1005559955,FW 202037,1538-NE COLORADO SPRINGS,1538,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",11.0,141.0,241.78
1005559956,FW 202051,1548-N THORNTON,1548,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,140.0,
1005559955,FW 202042,"1517-WESTMINSTER, CO",1517,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,285.0,
1005559956,FW 202041,1538-NE COLORADO SPRINGS,1538,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,198.0,
1005559955,FW 202034,"1547-BRIGHTON,CO",1547,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,209.0,
1005559955,FW 202028,"1547-BRIGHTON,CO",1547,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,232.0,
1005559955,FW 202052,1532-STAPLETON,1532,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,235.0,
1005559955,FW 202051,"1514-LAKEWOOD, CO",1514,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,234.0,
1005559955,FW 202049,1524-BROOMFIELD,1524,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",-2.0,140.0,-43.96
1005559956,FW 202032,1518-SW COLORADO SPRINGS,1518,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,248.0,
1005559955,FW 202044,1529-LOVELAND,1529,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,220.0,
1005559955,FW 202025,1541-MONUMENT,1541,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,255.0,
1005559956,FW 202045,1551-NORTH AURORA,1551,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,245.0,
1005559955,FW 202024,"1501-AURORA, CO",1501,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,262.0,21.98
1005559956,FW 202024,1503-THORNTON,1503,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,259.0,
1005559955,FW 202020,1519-LITTLETON,1519,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202025,1523-PIONEER HILLS,1523,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202021,1550-LAKEWOOD-NORTH,1550,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,0.0,
1005559955,FW 202047,1510-ACADEMY BLVD,1510,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,212.0,21.98
1005559956,FW 202050,1552-FIRESTONE,1552,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202021,1506-LOUISVILLE,1506,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,0.0,
1005559956,FW 202038,1511-PUEBLO,1511,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202044,1544-N FT COLLINS,1544,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",23.0,170.0,505.54
1005559956,FW 202035,1551-NORTH AURORA,1551,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,245.0,21.98
1005559955,FW 202047,1535-EVERGREEN,1535,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,3.0,
1005559956,FW 202019,1544-N FT COLLINS,1544,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202028,1548-N THORNTON,1548,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",3.0,261.0,65.94
1005559956,FW 202049,1522-GOLDEN,1522,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,256.0,
1005559955,FW 202023,"1547-BRIGHTON,CO",1547,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",27.0,237.0,534.11
1005559955,FW 202035,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,254.0,
1005559955,FW 202050,1550-LAKEWOOD-NORTH,1550,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559955,FW 202049,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",2.0,77.0,43.96
1005559955,FW 202026,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",3.0,261.0,52.75
1005559955,FW 202040,"1526-GLENDALE,CO",1526,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,260.0,
1005559955,FW 202022,1528-SADDLEROCK,1528,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202046,1540-HIGHLANDS RANCH,1540,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,218.0,21.98
1005559955,FW 202048,1544-N FT COLLINS,1544,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559955,FW 202031,1502-ARVADA,1502,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,205.0,
1005559955,FW 202036,"1526-GLENDALE,CO",1526,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",2.0,260.0,43.96
1005559956,FW 202045,1528-SADDLEROCK,1528,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,169.0,21.98
1005559956,FW 202048,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,222.0,
1005559955,FW 202041,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",4.0,256.0,87.92
1005559955,FW 202024,1538-NE COLORADO SPRINGS,1538,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",5.0,244.0,109.9
1005559955,FW 202022,1549-JEFFERSON COUNTY,1549,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,0.0,
1005559956,FW 202031,1552-FIRESTONE,1552,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202041,"1517-WESTMINSTER, CO",1517,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,285.0,
1005559955,FW 202050,1504-COLORADO SPRINGS,1504,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,238.0,
1005559956,FW 202048,1544-N FT COLLINS,1544,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",4.0,175.0,87.92
1005559956,FW 202046,"1517-WESTMINSTER, CO",1517,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,222.0,
1005559956,FW 202029,1511-PUEBLO,1511,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202032,1511-PUEBLO,1511,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559955,FW 202030,1515-GREELEY,1515,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,261.0,
1005559956,FW 202045,1504-COLORADO SPRINGS,1504,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,230.0,
1005559955,FW 202044,1524-BROOMFIELD,1524,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",-1.0,190.0,-21.98
1005559955,FW 202032,1541-MONUMENT,1541,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,244.0,
1005559955,FW 202042,1508-PARK MEADOWS,1508,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,254.0,
1005559955,FW 202022,1531-CASTLE ROCK,1531,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202051,1551-NORTH AURORA,1551,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",1.0,243.0,21.98
1005559955,FW 202033,1518-SW COLORADO SPRINGS,1518,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,264.0,
1005559956,FW 202043,1552-FIRESTONE,1552,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559956,FW 202048,1522-GOLDEN,1522,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,256.0,
1005559955,FW 202049,1544-N FT COLLINS,1544,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559956,FW 202042,1518-SW COLORADO SPRINGS,1518,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",2.0,470.0,43.96
1005559956,FW 202043,1548-N THORNTON,1548,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,154.0,
1005559955,FW 202034,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,254.0,
1005559955,FW 202032,1512-FT COLLINS,1512,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",8.0,234.0,175.83999999999997
1005559955,FW 202048,1550-LAKEWOOD-NORTH,1550,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,224.0,
1005559956,FW 202048,1524-BROOMFIELD,1524,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,196.0,
1005559955,FW 202038,1509-GREENWOOD VILLAGE,1509,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,249.0,
1005559955,FW 202026,"1517-WESTMINSTER, CO",1517,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",1.0,263.0,21.98
1005559955,FW 202024,1523-PIONEER HILLS,1523,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,254.0,
1005559956,FW 202102,1523-PIONEER HILLS,1523,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",-2.0,249.0,-43.96
1005559956,FW 202034,"1501-AURORA, CO",1501,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,266.0,
1005559956,FW 202025,1522-GOLDEN,1522,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,264.0,
1005559955,FW 202102,"1517-WESTMINSTER, CO",1517,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,280.0,
1005559955,FW 202046,1552-FIRESTONE,1552,"1005559955-3/8"" X 8"" X 16' LP EMB MAHOG SIDNG",,249.0,
1005559956,FW 202031,"1501-AURORA, CO",1501,"1005559956-3/8"" X 8"" X 16' LP CEDAR EMBD SIDING",,266.0,
