C_SKU_Nbr,C_d_Market_Nbr,C_Sales_Units,C_sales
385069,0075,879.0,5725.830000000007
167894,0075,18067.0,184000.95000000054
1004718898,0075,,
1005584802,0075,37.0,367.2700000000002
1001802071,0075,35070.0,277819.4800000003
1001308713,0075,1431.0,25278.92999999979
1002302294,0075,5078.0,42631.42000000041
1001802075,0075,14325.0,69916.68999999962
1005584724,0075,72.0,284.57000000000005
1001802067,0075,2750.0,119410.47000000057
1001311057,0075,4980.0,5102.979999999973
1005584404,0075,51.0,773.4300000000002
1000004800,0075,6510.0,141632.25000000108
1000004731,0075,22292.0,274905.33000000194
249148,0075,2637.0,195855.37000000017
1000004803,0075,3854.0,74168.08999999968
286503,0075,123.0,4585.1100000000015
456583,0075,1450.0,36873.85000000016
1001754091,0075,5490.0,162007.4900000015
1000004730,0075,20381.0,216074.14000000202
1002625925,0075,7267.0,6960.260000000007
1001724066,0075,189.0,1031.0999999999992
1001754095,0075,7085.0,140409.29000000027
1001802065,0075,4602.0,149101.8000000016
1002854734,0075,3965.0,16019.959999999994
1000043731,0075,555.0,13092.949999999968
1000004838,0075,8405.0,76363.65000000094
905178,0075,5979.0,53867.319999999956
260931,0075,1541.0,73829.32000000011
218458,0075,200201.5,944071.8900000044
155400,0075,21578.0,127370.83999999962
466257,0075,19.0,16.91
1005519452,0075,7.0,137.06
1000004798,0075,37147.0,483146.8700000069
1001687556,0075,13.0,410.8299999999999
1001754013,0075,8213.75,121206.39000000083
1000004812,0075,2698.0,113268.92000000025
129163,0075,1897.0,74966.53000000006
914649,0075,74825.0,230280.12999998193
301587,0075,580.0,3269.4399999999955
1000043812,0075,620.0,52627.37000000001
433183,0075,6215.0,11795.27999999998
1004718896,0075,752.0,2895.2
1001687566,0075,93.0,1144.4799999999998
168793,0075,19011.0,234540.20000000004
283346,0075,537.0,8143.499999999999
361419,0075,8026.0,117144.45999999983
1001802083,0075,21032.0,234480.67000000298
1001802076,0075,37263.0,332836.1600000016
1001802064,0075,4876.0,128280.03000000097
1001753827,0075,25319.0,238563.77000000078
1001753748,0075,41664.0,315081.98000000056
1000005963,0075,4547.0,57621.97000000029
1001753993,0075,10350.0,136839.3300000002
1002692328,0075,,
1001802038,0075,8093.0,125691.99000000043
1000032541,0075,1543.0,5100.790000000002
1001754124,0075,9947.0,315246.3800000021
1005583847,0075,25.0,220.00999999999996
309524,0075,6943.0,253158.09000000142
1002185326,0075,31080.0,49545.02000000021
1001753906,0075,20359.0,200388.39000000138
259270,0075,3446.0,61020.21999999967
1001784156,0075,12911.0,58664.59000000006
1005583935,0075,17.0,128.06000000000003
1000050539,0075,12591.0,81512.08000000015
1001802033,0075,7294.0,133834.96000000025
1001754002,0075,8001.0,178878.24000000107
1000004830,0075,6904.0,47040.05999999988
156797,0076,1188.0,9166.050000000063
958719,0076,7082.0,93339.13000000267
1002185326,0076,24327.0,47866.01000000047
1002302294,0076,1356.0,11360.189999999957
563923,0076,229.0,902.660000000001
1001101224,0076,1532.0,15249.639999999965
1002185331,0076,10276.0,39484.09999999921
560588,0076,611.0,65454.62000000022
1000012648,0076,894.0,12334.609999999966
460219,0076,18436.0,72853.86999999984
1004718897,0076,291.0,14867.789999999999
667099,0076,1816.0,38269.44999999988
1001804495,0076,723.0,9911.669999999998
286503,0076,1894.0,69095.07999999973
300969,0076,7317.0,146176.20999999708
461653,0076,19575.0,10064.270000000137
1003933836,0076,164.0,3016.0299999999957
926009,0076,1402.0,12661.230000000094
1001283615,0076,1879.0,10747.030000000264
856222,0076,391.0,1144.3299999999997
103095,0076,4523.0,104619.5200000037
1004671875,0076,133.0,2239.6500000000015
462633,0076,8426.0,125097.1999999963
958751,0076,3688.0,101498.27000000064
1001283617,0076,1053.0,7142.589999999935
323876,0076,733.0,21178.589999999927
1001804487,0076,2460.0,23976.659999999996
1002625925,0076,4074.0,3909.2400000000084
1001749849,0076,36498.0,95341.15999999938
668857,0076,158.0,3454.399999999999
300810,0076,7479.0,50140.20000000099
249148,0076,5527.0,429936.8200000044
1001806404,0076,38.0,630.1499999999999
1001349041,0076,,
300950,0076,7821.0,78724.02999999603
666366,0076,3861.0,72913.94000000048
254576,0076,5155.0,140906.45999999918
1004511031,0076,,
619375,0076,16524.0,68504.39000000012
1001101228,0076,980.0,14085.889999999983
435997,0076,764.0,5288.899999999993
462662,0076,7320.0,9049.57
1000032455,0076,1021.0,41742.71999999999
1002185336,0076,5691.0,31705.26000000005
716672,0076,3241.0,95955.23999999925
298741,0076,14670.0,37827.870000001334
914335,0076,1834.0,5405.690000000005
565963,0076,801.0,14890.669999999971
1003227176,0076,4805.0,48267.000000000065
536763,0076,7978.0,165958.05000000348
1000013893,0076,661.0,8192.62
1003622431,0076,5964.0,19202.260000000333
666957,0076,505.0,11073.940000000035
300829,0076,5364.0,70175.14999999948
301587,0076,832.0,4753.360000000027
1005011955,0076,555.0,9775.029999999999
1002185329,0076,13128.0,38356.879999999444
1000040067,0076,7382.0,61352.14999999852
300853,0076,4374.0,61426.94999999768
1005447571,0076,3140.0,53811.73999999918
1005447639,0076,3700.0,71974.80999999907
925778,0076,17565.0,130010.24000000376
351328,0076,1426.0,41732.1300000001
726653,0076,6475.0,83167.89000000125
300896,0076,11796.0,185128.41999999504
294895,0076,4571.0,11219.329999999785
155713,0076,12741.0,124590.27000001083
461487,0076,15701.0,104787.55000000457
834001,0076,677.0,17185.50000000001
351359,0076,683.0,4377.690000000008
354221,0076,23209.0,157310.69999999882
1000034643,0076,1147.0,12819.34
1001350297,0076,141.0,12847.089999999993
1000004922,0076,6330.0,152529.9500000009
1001283607,0076,3890.0,13259.479999999903
1005427985,0076,6134.0,39144.3500000008
1004407740,0076,-10.0,-219.20999999999998
1002302295,0076,2796.0,40293.699999999975
567776,0076,773.0,20144.170000000064
466257,0076,4253.0,4920.000000000024
555450,0076,1747.0,16892.789999999728
497649,0076,412.0,12876.019999999908
1000013847,0076,,
925877,0076,1171.0,10631.300000000121
914649,0076,55622.0,223367.45000000004
1004091001,0076,1663.0,94149.96000000034
1000013966,0076,3.0,150.0
142085,0076,47450.0,25818.35999999993
386668,0076,593.0,2929.8499999999885
295639,0076,1194.0,5856.360000000037
112345,0076,6121.0,137810.1499999992
279388,0076,9454.0,127199.77999999658
466120,0076,6516.0,49133.81999999873
219743,0076,7888.0,114702.9499999979
103078,0076,7833.0,139036.6600000053
1003620564,0076,6284.0,44538.899999999885
1002806942,0076,141.0,4292.2200000000075
461443,0076,24244.0,137282.8199999988
1004718703,0076,55.0,1005.07
1003620417,0076,8728.0,44277.06999999963
1001818260,0076,3075.0,30220.339999999975
283346,0076,3459.0,52497.52000000002
1001215929,0076,3023.0,91197.98999999597
300888,0076,9937.0,79384.79000000296
1001632258,0076,2623.0,73674.50999999928
1001806396,0076,283.0,4186.2900000000045
1000049026,0076,,
555983,0076,4439.12,77977.87000000049
716686,0076,1665.0,10773.369999999943
487404,0076,26772.0,73625.48000000004
461448,0076,21689.0,9463.390000000083
1003620667,0076,4344.0,21378.259999999824
1000027606,0076,167.0,3435.9799999999996
1004718833,0076,2.0,175.46
743748,0076,1788.0,30706.530000000308
914584,0076,69557.0,182832.04999999932
1005129729,0076,4051.0,129405.41999999923
445789,0076,13759.0,108574.2500000047
156676,0076,5255.0,34283.82999999959
300918,0076,5162.0,122084.75999999688
385069,0076,1148.0,7722.180000000017
460788,0076,22022.0,6543.709999999989
1001412558,0076,2173.0,18312.489999999943
1000032541,0076,-784.0,-4621.08
103064,0076,6895.0,78082.63999999693
517705,0076,2661.0,154783.2099999994
619375,0087,3477.0,15237.949999999732
745296,0087,10095.0,162051.0000000004
1001802292,0087,4412.0,83253.57999999999
1001802226,0087,13307.0,139225.63000000035
925778,0087,5310.0,39643.96999999942
1002634918,0087,2758.0,73601.28999999994
389764,0087,20116.0,38413.890000000196
1002854863,0087,2191.0,9618.939999999984
1003227377,0087,7885.0,22795.90999999988
461653,0087,67.0,39.12
1001802378,0087,1839.0,42515.589999999815
383001,0087,7933.0,180498.27000000066
1001802324,0087,2177.0,57922.28999999978
925877,0087,215.0,2297.0099999999975
1001802280,0087,3623.0,58344.4900000001
846486,0087,115.0,776.31
789399,0087,14690.0,661722.2099999995
1000013966,0087,1.0,37.5
1002806942,0087,31.0,948.01
461448,0087,101.0,39.2
743748,0087,354.0,6871.449999999992
1005011955,0087,322.0,5708.590000000001
1005427985,0087,1442.0,9262.929999999844
1002185336,0087,2376.0,11323.489999999942
1001802237,0087,6880.0,98560.9200000002
382493,0087,46804.0,601858.9799999957
1000045788,0087,127.0,11591.060000000003
488740,0087,8204.0,151766.05999999974
1000023869,0087,3.0,50.75
1002625925,0087,1499.0,1340.619999999998
732333,0087,54008.0,75756.7099999999
388639,0087,1007.0,47287.62
300918,0087,1482.0,35200.22999999985
718409,0087,452.0,4174.140000000008
1001802203,0087,43116.0,304886.95000000007
103078,0087,1719.0,30644.770000000124
1001283615,0087,591.0,3677.6099999999633
958751,0087,879.0,25207.769999999815
745282,0087,14239.0,170108.83000000048
300950,0087,2741.0,26986.030000000163
555450,0087,734.0,6391.9499999999725
354221,0087,3261.0,27543.210000000032
1002806940,0087,75.0,1734.4199999999994
745265,0087,22809.0,183779.54000000117
112345,0087,1419.0,32603.2000000001
1000023868,0087,26.0,408.7200000000001
482482,0087,462.0,3687.610000000004
300829,0087,2085.0,23484.849999999748
1000044972,0087,847.0,29814.729999999938
1005143506,0087,1.0,49.98
1001802375,0087,1682.0,45007.169999999904
914584,0087,39501.0,112479.1199999993
300969,0087,2135.0,41288.37000000029
1001802243,0087,31891.0,296482.1600000024
1001283607,0087,749.0,3132.380000000015
1002806939,0087,105.0,1614.5600000000006
635251,0087,44.0,967.09
1001308719,0087,529.0,9351.589999999975
391770,0087,21242.0,39425.48000000002
1001802372,0087,3463.0,80291.70000000016
1001802369,0087,889.0,39658.609999999964
482002,0087,8.0,115.83
1001802385,0087,8486.0,42531.35999999997
1001749849,0087,11560.0,31246.29000000002
403265,0087,426.0,670.1999999999987
384070,0087,2072.0,59181.77999999965
1001215929,0087,1405.0,40751.19000000011
1004865236,0087,,
1003227297,0087,203.0,8891.870000000004
1002634840,0087,2082.0,34968.789999999884
731867,0087,4073.0,44012.42999999998
1000043811,0087,31.0,399.08000000000004
226573,0087,4389.0,41170.74000000019
834001,0087,366.0,6747.77999999999
1000032541,0087,19.0,248.48000000000005
1000005813,0087,1817.0,48143.1
290939,0087,2712.0,6972.569999999999
1002185329,0087,5510.0,14888.550000000025
731979,0087,2425.0,48035.29999999997
394129,0087,221.0,2784.6
1004183704,0087,1817.0,3586.0300000000216
926009,0087,530.0,5671.509999999987
1002806943,0087,118.0,2164.2499999999964
1000032455,0087,66.0,3172.77
279388,0087,2345.0,28916.979999999523
338555,0087,455.0,15067.32
1001802363,0087,2234.0,73489.9499999999
435997,0087,107.0,746.1600000000002
411043,0087,3230.0,10210.590000000031
1000027606,0087,24.0,775.9200000000001
745279,0087,10311.0,104032.8400000002
1000004922,0087,5742.0,116750.73999999919
1000012648,0087,762.0,10592.249999999985
1001349041,0087,,
1000247126,0087,33.0,543.1799999999997
1002928636,0087,1713.0,58651.81000000033
1003227289,0087,88.0,2559.330000000001
1001283617,0087,295.0,2470.23000000001
1001309191,0087,481.0,5808.619999999987
1001802262,0087,23476.0,354141.33000000136
393339,0087,256.0,1272.77
1005447639,0087,634.0,12579.129999999956
445789,0087,3751.0,31608.600000000308
1001387068,0087,6534.0,44323.73999999998
461487,0087,2215.0,16592.129999999943
264784,0087,2081.0,62903.179999999775
351636,0087,1089.0,14654.419999999996
219743,0087,1046.0,17403.390000000232
721324,0087,250.0,5604.210000000002
1002185331,0087,5020.0,16269.450000000017
1005710701,0087,7.0,689.86
1000023870,0087,503.0,5126.219999999999
466257,0087,277.0,308.38000000000017
1000023867,0087,157.0,2359.7200000000007
103064,0087,2233.0,25398.659999999534
394327,0087,239.0,1402.4399999999998
1002854865,0087,1311.0,7746.530000000005
1002854866,0087,3889.0,12819.14000000011
338538,0087,800.0,20133.899999999976
719458,0087,131.0,3550.830000000001
1000040067,0087,1707.0,14325.299999999801
262313,0087,949.0,25611.470000000023
1001802269,0087,16836.0,337566.22000000236
482167,0087,611.0,4859.930000000009
378739,0087,519.0,10489.980000000016
951221,0087,3049.0,106650.22000000032
1005447571,0087,1051.0,18920.099999999882
460788,0087,36.0,11.460000000000003
1003131893,0087,26.0,363.48
1002854867,0087,1411.0,7894.120000000003
1000034643,0087,350.0,6920.8
1002806937,0087,101.0,1018.429999999999
300896,0087,3601.0,51177.979999998846
290600,0087,8544.0,13325.470000000001
1002806941,0087,67.0,2332.62
384090,0087,8794.0,47047.4899999997
300853,0087,1937.0,24629.57000000015
1001802217,0087,15956.0,133002.20999999958
1001802274,0087,5140.0,66289.82999999989
300888,0087,2788.0,20972.58000000002
1000013847,0087,390.0,14992.810000000001
383683,0087,2983.0,51002.129999999685
1001754130,0087,2581.0,106858.1600000001
465000,0087,1509.0,20486.67999999988
1001802316,0087,3682.0,63547.92999999994
466120,0087,2238.0,16363.95000000023
1001387070,0087,6066.0,65801.45999999993
226587,0087,970.0,15816.980000000016
1004718897,0087,137.0,11602.58
1001802338,0087,1573.0,55492.02999999987
1001802307,0087,3167.0,81075.3700000002
1002806938,0087,47.0,1883.1900000000012
461443,0087,3937.0,22627.930000000553
702145,0087,4508.0,33817.510000000184
487404,0087,4246.0,11820.089999999993
1000049026,0087,,
460219,0087,5277.0,20701.609999999968
1001802252,0087,20370.0,246315.69000000154
1003227176,0087,1381.0,14332.659999999938
1002185326,0087,9534.0,15928.080000000038
559087,0087,1393.0,108813.2399999998
155713,0087,2751.0,27166.029999999748
1000005818,0087,10473.0,20103.509999999962
505735,0087,631.0,23800.45
1000013893,0087,,
103095,0087,1291.0,29331.720000000252
1002634909,0087,1966.0,41241.71999999964
404022,0087,706.0,1392.76
958719,0087,1444.0,19572.699999999753
587771,0087,56.0,1048.1700000000003
439925,0087,114.0,596.7099999999998
556270,0087,15.0,203.95999999999998
300810,0087,2513.0,14978.879999999876
393752,0087,339.0,2021.629999999998
1001350334,0087,938.0,16358.04999999997
668857,0094,81.0,1819.2600000000002
301587,0094,400.0,2292.2399999999984
1005710701,0094,2.0,199.96
466120,0094,4083.0,28381.479999999476
716672,0094,1808.0,53328.55000000007
249148,0094,1934.0,155637.39000000007
1001682835,0094,384.0,7545.700000000022
567776,0094,265.0,6899.379999999997
323876,0094,250.0,7117.909999999993
1001283617,0094,155.0,1162.8000000000013
1001749849,0094,12839.0,29345.789999999375
1003622431,0094,2083.0,6571.47000000002
1000012648,0094,890.0,12266.939999999959
1000013847,0094,2600.0,6084.0
334943,0094,891.0,34554.36999999992
1001632258,0094,637.0,17935.359999999975
1002302294,0094,1743.0,14258.859999999948
1002625925,0094,1647.0,1573.2100000000014
300829,0094,2835.0,36606.54999999954
1002806942,0094,95.0,2902.7400000000043
219743,0094,1814.0,27052.450000000674
334893,0094,1708.0,36740.420000000035
142085,0094,18527.0,6774.309999999946
702145,0094,4691.0,43611.93000000008
298741,0094,3705.0,9133.909999999987
925877,0094,206.0,2208.1799999999976
726653,0094,4136.0,52996.37000000035
555983,0094,3522.0,59279.76000000217
445789,0094,5890.0,49237.21000000089
1003933836,0094,112.0,2038.3399999999965
462662,0094,3700.0,3444.680000000022
174278,0094,2533.0,61434.94000000037
461448,0094,3694.0,1605.350000000007
300853,0094,1739.0,22901.809999999823
563923,0094,98.0,378.72000000000014
351359,0094,448.0,2896.8199999999974
1002559509,0094,12.0,298.59999999999997
103078,0094,4101.0,73825.09000000179
300810,0094,3321.0,21686.970000000012
666366,0094,1962.0,37964.89000000003
560588,0094,146.0,15503.50999999997
300969,0094,3922.0,73701.10000000206
279388,0094,3720.0,38317.640000000414
1002185336,0094,2243.0,9691.769999999933
1003620564,0094,2339.0,15970.549999999972
103095,0094,2315.0,52974.749999999185
1001818260,0094,3947.0,38624.089999999975
743748,0094,681.0,13902.649999999992
378739,0094,2128.0,46348.01000000004
925778,0094,5625.0,37798.20999999964
354221,0094,5174.0,39399.740000000944
1005447639,0094,1322.0,25400.599999999988
1001101228,0094,1682.0,23798.34999999999
300896,0094,5644.0,84354.79000000282
1003620667,0094,1509.0,7221.989999999952
497649,0094,142.0,4381.290000000002
1002185331,0094,4396.0,13666.309999999992
300888,0094,4461.0,33562.51999999947
716686,0094,586.0,3788.270000000007
286503,0094,817.0,32102.050000000032
1000045651,0094,,
1001101224,0094,3437.0,33265.66999999991
1000013966,0094,2.0,200.01
666957,0094,232.0,5090.259999999995
283346,0094,1674.0,25697.51999999984
555450,0094,415.0,3351.809999999999
1005129729,0094,2422.0,76848.53999999948
958719,0094,3070.0,40847.33999999921
461443,0094,9743.0,55116.75999999994
1001283615,0094,378.0,1959.240000000003
1004718703,0094,39.0,428.83
1002185326,0094,7573.0,11803.210000000015
1000032541,0094,288.0,371.52000000000004
461487,0094,7212.0,47123.899999999354
556262,0094,1031.0,1485.2600000000002
466257,0094,762.0,798.800000000001
1001682789,0094,348.0,4102.519999999991
155713,0094,6431.0,62744.55000000097
300950,0094,3395.0,31924.030000001025
1003620417,0094,4279.0,20638.93000000004
824232,0094,1149.0,5626.819999999995
917371,0094,127.0,372.93999999999994
1004091001,0094,719.0,41981.47000000001
1004299579,0094,69.0,2070.69
914335,0094,1048.0,3058.5000000000146
1004671875,0094,74.0,1249.7200000000003
460788,0094,3400.0,1011.9400000000006
1001682782,0094,658.0,4544.410000000019
1002185329,0094,4544.0,11000.869999999975
667099,0094,858.0,18173.3
856222,0094,115.0,337.2599999999998
112345,0094,2593.0,57650.32999999987
834001,0094,508.0,13086.870000000088
565963,0094,317.0,5926.980000000008
386668,0094,423.0,2093.36
476412,0094,3780.0,48434.74999999998
435997,0094,338.0,2332.680000000002
156797,0094,623.0,4764.780000000012
103064,0094,3608.0,40675.96999999849
1001349041,0094,,
1004718897,0094,59.0,955.7600000000001
1004407740,0094,,
294895,0094,1891.0,4643.240000000013
1004299524,0094,24.0,432.0
300918,0094,2581.0,58129.84999999982
1002302295,0094,2443.0,34156.37000000005
1000040067,0094,2761.0,19434.75999999941
462633,0094,5011.0,57739.96999999809
385069,0094,569.0,3846.1099999999965
1000034643,0094,1343.0,9501.98
1000032455,0094,1041.0,33187.54000000001
1001215929,0094,1794.0,50186.2799999986
1001682802,0094,204.0,3984.959999999987
926009,0094,470.0,4977.98999999999
1005447571,0094,1181.0,20253.75999999998
1001412558,0094,3534.0,29185.729999999763
295639,0094,473.0,2122.910000000003
156676,0094,2425.0,15577.85999999996
635251,0094,3176.0,71437.52000000048
1002928636,0094,3533.0,123841.78999999954
1005427985,0094,2380.0,15276.469999999888
254576,0094,2151.0,58769.22000000011
461653,0094,3237.0,1671.3299999999927
958751,0094,1668.0,46364.12999999944
351328,0094,1060.0,31017.279999999868
460219,0094,7101.0,27961.3699999995
619375,0094,6213.0,28053.510000000486
1001283607,0094,1149.0,2171.0800000000063
536763,0094,4774.0,98767.07000000127
219743,0101,5161.0,67902.1200000023
149521,0101,3831.0,40770.98999999986
1001687574,0101,37.0,499.62000000000035
1000247217,0101,,
1000004799,0101,25336.0,500247.7100000014
560588,0101,85.0,9324.269999999997
461487,0101,4790.0,26543.319999999512
925778,0101,14119.0,91184.36999999963
394327,0101,841.0,4762.630000000004
283346,0101,352.0,5258.709999999989
351359,0101,792.0,5775.529999999984
1004299524,0101,113.0,1936.4300000000012
1004673779,0101,2394.0,19681.399999999998
346073,0101,38647.0,233624.98000000068
286503,0101,103.0,3897.8700000000003
1001802072,0101,39549.0,388325.0400000001
1001802044,0101,21754.0,512908.5700000076
1001308713,0101,3762.0,66263.77000000072
361419,0101,6179.0,93690.46000000063
1000004843,0101,1442.0,59789.74999999976
1001802038,0101,20842.0,332812.37000000454
1001283615,0101,1693.0,7965.370000000041
897671,0101,1685.0,84687.2699999998
1000006310,0101,3684.0,100985.1999999997
1000004870,0101,1809.0,16319.419999999875
1001802076,0101,93152.0,841888.7400000028
726653,0101,3194.0,40004.72999999991
1000004821,0101,37210.0,89204.23000000197
1000004865,0101,63134.0,96777.56000000052
958751,0101,2984.0,82428.44000000307
1001749849,0101,9910.0,21611.660000000327
1002185331,0101,12660.0,40477.62999999978
142085,0101,9451.0,4223.939999999999
1000004801,0101,339.0,10041.37999999999
1000005962,0101,18591.0,156749.85999999993
497649,0101,483.0,13762.619999999926
385069,0101,310.0,1938.4
351328,0101,1337.0,34699.240000000114
1000004824,0101,48835.0,211852.59000000503
1000006311,0101,1887.0,65610.56999999993
301587,0101,269.0,1526.6599999999992
1005415143,0101,7.0,428.87
103095,0101,3348.0,76246.59000000224
1002854734,0101,8466.0,34058.01999999973
1005370858,0101,108.0,5637.240000000011
300969,0101,9458.0,152298.84999999913
1002339002,0101,5315.0,97052.16999999978
1000004834,0101,36307.0,223374.74000000732
1001412558,0101,4893.0,40074.6800000001
1001687551,0101,9.0,508.37000000000006
103078,0101,5668.0,100867.00000000297
1001802083,0101,48895.0,542014.6500000005
300896,0101,15614.0,195506.51999999877
1001283617,0101,689.0,4541.870000000019
300853,0101,5151.0,54243.73000000119
1001215929,0101,4806.0,123533.06000000038
1001802085,0101,21602.0,404955.2799999999
1001283607,0101,2785.0,8545.439999999911
461443,0101,5501.0,26698.219999999852
619375,0101,15212.0,49012.18999999888
354221,0101,14135.0,92975.64000000044
347268,0101,25187.0,190974.76000000007
1000004830,0101,12009.0,78004.26999999999
1001802033,0101,16895.0,304066.040000001
1000004881,0101,3146.0,48554.010000000155
914649,0101,47049.0,131175.96000000398
1000043812,0101,1825.0,158815.14999999964
482167,0101,3938.0,31181.869999999766
1001802069,0101,177900.0,1178893.650000015
1000004826,0101,43118.0,195658.22000000006
218458,0101,147092.5,715555.1500000015
300829,0101,6161.0,66013.45000000016
347391,0101,29117.0,261416.5200000017
1002185329,0101,13947.0,33019.90999999978
834001,0101,3436.0,60879.53999999848
1000012648,0101,5620.0,77614.47000000117
347469,0101,19971.0,230931.47000000096
1000004838,0101,13260.0,119696.40000000077
279388,0101,9295.0,85739.47000000038
1002185336,0101,5690.0,23183.689999999675
1000004732,0101,38035.0,745765.3200000009
536763,0101,1764.0,40423.37999999992
155713,0101,9346.0,81170.78999999599
461653,0101,352.0,145.64000000000007
917371,0101,311.0,977.6499999999991
1000013893,0101,40.0,1303.2
1000005963,0101,6193.0,76024.90999999995
1000045651,0101,64.0,2634.5899999999992
1003912161,0101,164.0,3250.2199999999993
295639,0101,159.0,782.8100000000004
926009,0101,1078.0,11474.3600000001
1002185326,0101,22803.0,35842.32999999996
1002854744,0101,8183.0,26580.95000000044
1001802026,0101,32257.0,407256.31000000524
1005519452,0101,88.0,1700.8899999999994
1001802071,0101,59997.0,474677.63999999606
129430,0101,34684.0,140774.6999999998
298741,0101,997.0,2497.6099999999947
1000004731,0101,40065.0,497479.4600000006
249148,0101,1001.0,76140.69
1000049026,0101,30.0,930.6
1001309188,0101,715.0,9133.399999999974
1002339005,0101,7590.0,108654.57000000094
1002549350,0101,,
1001360398,0101,8551.0,55313.55000000002
1000006309,0101,6792.0,152235.92000000045
1002854861,0101,5350.0,28961.679999999997
1000004855,0101,1667.0,3429.7000000000003
1001802039,0101,14452.0,290745.56000000495
1001729059,0101,1568.0,15368.649999999965
1004299579,0101,354.0,10378.400000000007
1000004889,0101,251.0,1227.510000000001
1005447571,0101,2932.0,49938.77000000108
1005945472,0101,522.0,14917.130000000003
1000004852,0101,2171.0,37717.5899999999
1001860744,0101,1404.0,12309.719999999954
925877,0101,405.0,4318.38999999999
1001687561,0101,20.0,435.4
1001802029,0101,17867.0,264246.6000000079
1002302295,0101,551.0,7808.499999999998
565963,0101,45.0,849.8600000000001
1001687578,0101,23.0,78.64999999999998
1001632258,0101,365.0,10832.610000000008
1000004730,0101,31726.0,334057.92000000185
1002854737,0101,4155.0,23465.980000000043
1001687566,0101,112.0,1404.669999999999
1000004798,0101,72682.0,938282.3699999921
462296,0101,244.0,154.50999999999993
1001101224,0101,6633.0,65419.0800000003
1001687557,0101,59.0,405.52000000000015
743748,0101,5193.0,74289.99999999766
1000027606,0101,2.0,38.46
1000004800,0101,11887.0,273598.9000000008
563923,0101,67.0,254.04999999999998
1001754124,0101,14067.0,435864.3100000058
294895,0101,346.0,832.7900000000008
1001754130,0101,12019.0,458515.0200000183
445789,0101,10983.0,78353.88000000243
1001818260,0101,683.0,6787.7099999999955
1000247167,0101,6.0,100.56
1002339009,0101,4750.0,106019.79000000008
1001687570,0101,212.0,3775.800000000003
1001802064,0101,11063.0,264117.78999999916
1000032455,0101,1132.0,27624.750000000004
1002454952,0101,95.0,617.3900000000008
1004153301,0101,47.0,318.2800000000001
460219,0101,4898.0,17156.230000000454
363274,0101,3.0,134.91
300918,0101,6152.0,128309.83999999422
466257,0101,126.0,106.62000000000002
1001360403,0101,13403.0,145416.18000000174
156797,0101,186.0,1475.090000000002
461902,0101,5026.0,41909.23000000053
1004091001,0101,553.0,32160.79000000004
1005447639,0101,3476.0,66671.35000000049
914335,0101,1477.0,4366.200000000016
1005129729,0101,1882.0,59722.36000000038
1000004728,0101,59209.0,489403.9000000018
1002302294,0101,190.0,1632.2800000000007
103064,0101,6523.0,73943.39999999935
1005710701,0101,4.0,399.92
555983,0101,4878.16,90654.66000000015
1000004891,0101,363.0,1796.280000000003
1002625925,0101,6823.0,6549.410000000003
1000006317,0101,4176.0,243212.45000000036
1001860786,0101,656.0,9378.570000000002
466120,0101,3655.0,21525.87999999998
1000043811,0101,1102.0,13931.499999999949
1002148314,0101,18793.0,97777.15999999926
1001101228,0101,3164.0,45467.900000000016
169757,0101,265815.0,431737.4599999974
254576,0101,1127.0,32695.679999999975
1000004860,0101,99512.0,162466.2299999999
1001802065,0101,10227.0,300142.07000000373
461448,0101,109.0,34.61999999999999
905178,0101,8474.0,62539.83999999998
482002,0101,401.0,6347.449999999992
1000040067,0101,3307.0,29357.949999999808
958719,0101,4034.0,57232.88000000219
1000006315,0101,7065.0,345844.81000000157
1005011955,0101,1349.0,23774.550000000083
156676,0101,2573.0,20169.89000000006
323876,0101,157.0,4828.500000000003
1001687558,0101,12.0,142.56
1004718897,0101,996.0,66358.63000000003
1001802054,0101,23520.0,739884.3999999961
1001802067,0101,9723.0,378857.70000000065
1001802074,0101,16548.0,219603.6000000002
1004718703,0101,86.0,2280.37
460788,0101,120.0,31.09999999999999
1000004887,0101,2785.0,71187.79999999942
1003131893,0101,109.0,1502.89
1001802063,0101,18980.0,347047.10000000935
1001687556,0101,15.0,491.54999999999995
300888,0101,9546.0,61770.310000002784
1000006313,0101,11642.0,441405.55000000173
1004183704,0101,6839.0,13433.809999999856
386668,0101,59.0,285.08
1000247126,0101,,
1001311057,0101,6802.0,7700.489999999975
1000043814,0101,403.0,39341.81999999999
1004718834,0101,3.0,95.49
275484,0101,179245.0,372719.70999999973
1001802075,0101,13144.0,61959.73999999969
171198,0101,12994.0,35496.190000000475
1000013847,0101,3865.0,190864.80999999997
1004718833,0101,202.0,5210.049999999999
334697,0101,18857.0,55439.38000000001
914584,0101,63084.0,114823.10000000006
1001802084,0101,37539.0,522661.61000000144
1001349041,0101,,
300950,0101,7285.0,60399.610000002474
256276,0101,61844.0,730471.430000002
300810,0101,7713.0,41497.99999999976
112345,0101,4546.0,102830.69000000248
1001802034,0101,9287.0,225470.08000000162
435997,0101,1792.0,12220.269999999971
1000032541,0101,1344.0,4337.2699999999995
456583,0101,534.0,12807.320000000009
1005427985,0101,4073.0,21138.679999999713
567776,0101,182.0,3614.56
149671,0101,2557.0,46587.53999999999
1000043731,0109,928.0,20813.55999999991
1000004834,0109,27793.0,172872.2300000018
1000013847,0109,211.0,12270.28
1000004732,0109,26360.0,518835.80000000214
