C_Class_Nbr,C_Short_Week,C_Sales_Units,C_Str_OH_units_dly,C_sales
021-090,FW 202049,1.0,,185.01
021-003,FW 201917,60280.0,,186407.45999999996
021-090,FW 201853,3.0,,591.25
022-009,FW 202008,39046.0,,189112.5000000025
021-090,FW 201802,-1.0,,-100.0
022-010,FW 201917,166.0,,5013.880000000001
030-027,FW 201905,33.0,,123.49000000000001
028-023,FW 201910,5034.0,,90365.89000000183
022-014,FW 201750,,,
025-001,FW 201928,,,
028-028,FW 201920,27.0,,2553.9499999999994
022-010,FW 201915,173.0,,5610.790000000002
022-004,FW 201831,2.0,,254.43
021-007,FW 202030,557871.0,,2621783.649999998
028-028,FW 201933,141.0,,9577.109999999999
028-023,FW 202049,5313.0,,37245.04999999953
028-009,FW 202101,6.0,,284.64
022-004,FW 201750,10.0,,227.01
021-018,FW 201939,,,
022-004,FW 202034,,,
028-026,FW 202043,,,
021-007,FW 201805,297995.0,,1263171.7300000002
021-001,FW 201904,113918.0,,1305898.19
025-001,FW 202001,,,
021-080,FW 201936,121.0,,389.65
021-003,FW 202024,85949.0,,279848.97
022-012,FW 201809,4759.0,,48431.99000000004
021-020,FW 201908,1846103.0,,14583678.470000023
028-028,FW 202102,143.0,,9146.419999999995
021-006,FW 201913,1123.0,,6187.670000000001
021-017,FW 202041,2414.0,,8843.9
022-009,FW 201926,46134.0,,229258.48000000228
021-006,FW 201908,1237.0,,5361.240000000002
021-004,FW 202007,5194.0,,29099.07999999999
022-012,FW 202049,4053.0,,50110.94999999999
022-009,FW 201943,30685.0,,153194.740000001
022-004,FW 201921,,,
021-004,FW 201910,4673.0,,13818.680000000002
022-013,FW 201834,,,
021-004,FW 201749,2603.0,,8184.949999999999
021-018,FW 202015,2073.0,,201371.1300000001
021-018,FW 201818,5.0,,1256.03
021-007,FW 201933,544791.8,,2176534.6299999985
021-003,FW 201829,33657.0,,155346.57000000007
021-002,FW 202014,2420.0,,37226.740000000005
021-002,FW 201830,665.0,,7861.209999999999
022-009,FW 201906,7397.0,,55075.719999999994
021-020,FW 202004,1406739.0,,10097314.219999997
021-002,FW 201802,896.0,,15509.550000000001
022-010,FW 202003,79.0,,2317.22
021-005,FW 202010,291056.16000000003,,1044361.5000000015
021-002,FW 201901,602.0,,7834.2300000000005
021-015,FW 201824,186.0,,11721.130000000003
028-023,FW 201824,1788.0,,34301.73999999978
021-003,FW 202043,64686.0,,275532.2599999999
022-004,FW 201907,3.0,,3562.5
028-028,FW 201752,16.0,,436.8
021-004,FW 202035,7982.0,,40610.54000000001
022-004,FW 201827,1.0,,202.5
021-007,FW 202047,193810.0,,954183.7700000001
021-003,FW 202001,53978.0,,153135.05999999997
021-002,FW 201812,803.0,,14312.2
021-006,FW 201940,843.0,,4962.040000000001
025-003,FW 202037,6.0,,16.92
021-090,FW 201851,2.0,,225.0
021-006,FW 201752,1196.0,,6708.349999999999
021-018,FW 201810,,,
021-003,FW 201803,25845.0,,214155.63999999993
021-004,FW 202016,7472.0,,36085.73
021-001,FW 202008,132823.0,,1473126.0100000035
028-023,FW 201805,283.0,,8651.489999999996
027-031,FW 201917,-7.0,,-97.88999999999999
021-015,FW 202035,130.0,,9259.680000000002
021-015,FW 201834,130.0,,8404.8
021-005,FW 201915,271646.62,,831410.1000000002
021-013,FW 201850,,,
021-006,FW 202020,1340.0,,7434.74
021-017,FW 202007,-12.0,,-23.279999999999745
022-010,FW 201905,200.0,,5662.620000000001
021-017,FW 202034,132.0,,688.86
021-004,FW 201932,4845.0,,23864.83
021-008,FW 201822,957437.0,,3363693.4300000006
028-028,FW 202022,578.0,,32575.180000000157
021-005,FW 202101,367688.1099999999,1875817.05,1437528.759999998
021-001,FW 202031,171781.0,,2308176.4200000023
021-002,FW 201849,555.0,,8779.369999999999
021-015,FW 201853,95.0,,6709.47
028-005,FW 201814,,,
021-007,FW 201835,450288.0,,1838923.5399999996
021-002,FW 201809,579.0,,11062.259999999998
022-009,FW 201836,4696.0,,30102.579999999994
021-015,FW 201936,107.0,,7485.8099999999995
027-031,FW 201829,924.0,,17527.77999999998
021-008,FW 202020,1126185.0,,4656080.31
021-008,FW 201802,737826.3,,2232803.5200000005
022-010,FW 201832,128.0,,3250.510000000001
022-012,FW 202011,1677.0,,21424.049999999977
022-010,FW 201921,143.0,,3719.9100000000003
022-009,FW 201838,3141.0,,18461.700000000004
022-012,FW 201902,4314.0,,42806.40999999998
021-008,FW 202023,935957.0,,3693278.6500000013
025-001,FW 201852,1.0,,82.68
028-023,FW 201951,3640.0,,30322.96999999982
021-007,FW 201802,205722.0,,924517.2200000004
021-002,FW 201907,778.0,,10278.750000000002
021-002,FW 202017,1768.0,,33584.23
021-018,FW 202018,2664.0,,257463.56000000003
021-090,FW 202004,4.0,,600.0
022-009,FW 201802,5796.0,,37562.780000000006
022-010,FW 202008,,,
021-015,FW 201905,78.0,,5060.95
021-017,FW 202018,,,
021-018,FW 201928,,,
021-020,FW 201923,2093274.0,,16140919.020000035
021-004,FW 201917,5078.0,,14792.949999999999
021-006,FW 201915,2283.0,,8483.66
028-009,FW 202025,9.0,,404.82000000000005
022-013,FW 201832,,,
025-001,FW 201944,,,
022-012,FW 202002,2512.0,,30496.609999999957
021-015,FW 201943,97.0,,6745.94
021-015,FW 202043,57.0,,4145.73
021-018,FW 201926,,,
021-005,FW 201833,267398.75,,821701.0900000002
021-004,FW 201827,4281.0,,13189.300000000001
028-023,FW 201950,3223.0,,24632.16999999989
021-001,FW 201842,122609.0,,1476013.4899999963
021-020,FW 202044,1416934.0,,13194081.940000016
027-031,FW 202005,,,
021-001,FW 201906,118517.0,,1370144.2399999984
022-012,FW 201824,4301.0,,44512.150000000016
021-018,FW 201936,2.0,,212.34
021-013,FW 201828,,,
025-001,FW 201805,11.0,,824.89
028-028,FW 201831,14.0,,1521.3199999999995
021-015,FW 201930,133.0,,9354.029999999999
021-018,FW 202048,23.0,,2163.18
022-010,FW 201822,406.0,,10420.059999999998
021-015,FW 201821,152.0,,9593.430000000002
022-012,FW 201919,3925.0,,43144.860000000015
022-009,FW 201827,5846.0,,36842.44
022-014,FW 201844,-1.0,,-61.91
021-005,FW 202001,280658.57,,838822.4300000019
022-012,FW 201921,3463.0,,37770.72999999998
028-023,FW 201831,2064.0,,38832.44999999978
021-018,FW 201907,,,
021-005,FW 201822,277498.06999999995,,811865.9999999992
021-002,FW 201926,1107.0,,22837.42
030-027,FW 201952,,,
021-008,FW 201832,621474.0,,2404766.8399999985
022-009,FW 201843,6210.0,,38531.03999999999
022-012,FW 201911,3821.0,,41132.89999999998
027-031,FW 202009,,,
021-020,FW 202027,2076942.07,,22567049.14000006
021-090,FW 201938,3.0,,281.25
022-004,FW 202025,9.0,,9641.25
022-009,FW 201944,33996.3,,167959.01000000062
021-008,FW 201843,528024.0,,1634665.120000001
021-001,FW 202021,192271.0,,2185399.3200000026
021-005,FW 202020,406367.17000000004,,1190653.5700000026
021-017,FW 201947,16.0,,161.92
022-009,FW 201807,3832.0,,19360.430000000004
021-015,FW 201913,117.0,,8342.94
028-028,FW 202006,39.0,,2694.8400000000006
021-017,FW 202102,726.0,1064.0,4452.960000000001
021-008,FW 202102,679778.0,5558842.34,2437694.369999988
027-031,FW 201816,17420.0,,308202.2200000088
028-026,FW 201917,3317.0,,320654.7700000004
022-012,FW 201903,3921.0,,40336.770000000004
021-015,FW 202029,71.0,,5078.899999999999
021-003,FW 201827,28142.0,,157781.66999999995
022-004,FW 201850,,,
021-018,FW 201914,,,
021-007,FW 202037,486179.0,,2246189.759999995
021-003,FW 201850,49594.0,,178835.97999999995
021-018,FW 202009,712.0,,69335.13999999998
022-012,FW 202033,3067.0,,34747.24999999998
028-028,FW 201801,11.0,,760.8599999999999
022-010,FW 201819,465.0,,12506.219999999994
022-009,FW 201829,7088.0,,46593.99999999999
021-020,FW 201944,1222804.59,,8764339.129999992
021-018,FW 201927,,,
021-013,FW 201844,,,
021-018,FW 202038,103.0,,7616.3099999999995
025-001,FW 201917,,,
022-009,FW 201833,4362.0,,26028.68
028-028,FW 201807,61.0,,3003.8900000000017
021-020,FW 202013,3731347.36,,28281065.050000105
021-020,FW 202011,2919817.0,,21905496.890000083
021-020,FW 202041,1608223.0,,15956495.950000029
021-005,FW 202016,444907.13999999996,,1243177.1000000008
021-017,FW 202015,206.0,,840.48
022-009,FW 201911,3078.0,,26697.080000000005
030-027,FW 202010,,,
022-010,FW 201943,79.0,,2145.2799999999997
021-006,FW 201814,1209.0,,7575.610000000001
022-004,FW 201834,10.0,,8579.43
028-026,FW 202021,15.0,,512.4
028-028,FW 201749,4.0,,165.88000000000002
021-020,FW 202101,1152003.0,7148623.97,14112418.319999475
028-026,FW 202102,,49.0,
021-017,FW 202051,38.0,1064.0,727.3999999999999
021-002,FW 202103,556.0,18636.0,8674.05
021-090,FW 201920,5.0,,469.97
021-002,FW 202002,465.0,,10242.589999999998
022-010,FW 201852,189.0,,5961.830000000001
030-027,FW 201853,65.0,,709.5
022-010,FW 201928,94.0,,2343.6099999999997
025-001,FW 201932,,,
021-018,FW 201831,,,
021-090,FW 201801,3.0,,201.0
021-013,FW 201813,,,
021-008,FW 201938,691935.0,,2435815.590000001
021-003,FW 201924,51616.0,,168791.27000000005
022-009,FW 202027,63963.0,,317045.74000000115
025-001,FW 201803,11.0,,824.89
021-004,FW 201901,3360.0,,10605.449999999995
022-014,FW 201903,,,
022-004,FW 201932,9.0,,9641.25
028-028,FW 201917,48.0,,3545.26
021-001,FW 201925,118304.0,,1368551.0900000005
022-010,FW 201924,142.0,,4507.930000000001
028-026,FW 202020,11.0,,307.09999999999997
028-023,FW 202044,8132.0,,42689.629999999685
022-004,FW 201918,-1.0,,788.75
027-031,FW 201905,-26.0,,-419.71
021-090,FW 201930,0.0,,0.0
021-007,FW 201846,249705.0,,1002610.3699999999
021-018,FW 202047,42.0,,4073.0899999999974
021-013,FW 201825,,,
021-005,FW 201919,264882.64,,816218.4900000003
021-004,FW 201830,4705.0,,14345.829999999998
022-009,FW 201841,6698.0,,42601.179999999986
028-026,FW 201945,30.0,,1147.2000000000003
022-010,FW 201830,182.0,,5072.78
021-004,FW 202052,5987.0,62944.0,40012.94
021-015,FW 202052,77.0,588.0,5553.950000000001
021-007,FW 201838,448466.78,,1749195.05
021-090,FW 202027,1.0,,50.0
021-005,FW 202031,373395.69999999995,,1286861.7699999998
021-004,FW 201848,2048.0,,6267.8600000000015
021-018,FW 202037,134.0,,12739.269999999999
021-006,FW 201840,9052.0,,20791.899999999994
021-013,FW 201826,,,
028-026,FW 202049,,,
021-004,FW 201944,4072.0,,24371.620000000003
021-004,FW 201828,4174.0,,12072.450000000003
021-003,FW 202036,82236.0,,430377.02
021-004,FW 202013,7656.0,,37314.89000000001
030-027,FW 202007,,,
021-006,FW 202010,267.0,,1303.75
028-023,FW 202031,16933.0,,126778.88999999868
028-023,FW 201836,1362.0,,25273.769999999822
021-008,FW 201915,1042415.9,,4058139.159999999
021-015,FW 201838,122.0,,8113.560000000001
021-002,FW 201934,1562.0,,18934.760000000002
022-009,FW 201923,47151.0,,252868.33000000296
021-013,FW 201906,,,
021-007,FW 201922,665012.0,,2928622.289999999
021-007,FW 201827,546012.0,,2286640.580000002
021-002,FW 202005,1169.0,,11585.43
021-013,FW 201803,77.0,,440.7099999999999
021-018,FW 201903,1.0,,106.17
028-028,FW 202103,72.0,,4575.559999999997
021-005,FW 202046,343938.62,,1239088.5900000005
021-008,FW 201749,518149.0,,1362670.8100000005
021-001,FW 201830,117562.0,,1455470.339999995
028-028,FW 201945,16.0,,1500.06
025-001,FW 201921,,,
021-015,FW 202051,63.0,514.0,4554.989999999999
022-010,FW 202051,127.0,2270.0,3916.300000000001
021-003,FW 202029,80146.0,,315662.6400000001
021-007,FW 202023,691670.0,,3182318.7700000023
021-006,FW 202043,18674.0,,72314.92
021-015,FW 201837,164.0,,10586.409999999998
021-013,FW 201915,,,
028-009,FW 202031,4.0,,166.43
021-001,FW 201914,113640.0,,1324677.2099999979
021-001,FW 201835,115553.0,,1396427.979999996
021-007,FW 202018,1074854.6600000001,,4677684.620000003
022-012,FW 202034,3314.0,,39309.87999999996
028-023,FW 201952,4528.0,,38546.58999999988
030-027,FW 202003,,,
021-018,FW 201832,3.0,,847.56
021-007,FW 201939,401024.2,,1600539.2100000011
022-009,FW 201819,3284.0,,21173.800000000003
025-001,FW 202012,,,
021-007,FW 202002,246331.0,,1047069.6699999998
021-001,FW 202003,129297.0,,1420706.230000003
021-002,FW 201910,1113.0,,11483.37
021-013,FW 201846,,,
022-009,FW 202025,65468.0,,325010.3100000011
025-001,FW 202015,,,
027-031,FW 201833,378.0,,5418.389999999996
021-090,FW 201827,7.0,,457.03
021-006,FW 202023,4530.0,,20139.29
021-013,FW 201903,,,
028-023,FW 202036,14238.0,,101291.93999999981
021-020,FW 201924,1844828.0,,14146498.340000018
021-090,FW 201830,10.0,,1306.4
028-028,FW 201914,81.0,,5505.8400000000065
022-010,FW 202102,107.0,2437.0,3503.38
028-026,FW 202103,,49.0,
027-031,FW 201922,-7.0,,-36.43
021-090,FW 201838,0.0,,0.0
021-015,FW 201851,39.0,,2750.64
028-009,FW 202032,-2.0,,-89.96
021-018,FW 201915,2.0,,215.62
021-017,FW 202021,114.0,,608.3399999999999
021-090,FW 202024,4.0,,403.0
021-090,FW 201933,1.0,,32.5
021-001,FW 201926,118989.0,,1377440.71
021-003,FW 202033,73000.0,,321286.97999999975
021-090,FW 202033,3.0,,625.16
021-002,FW 201920,3220.0,,26161.779999999995
022-010,FW 201805,110.0,,2920.5
021-018,FW 201829,6.0,,1717.68
021-005,FW 201929,270311.58,,799047.5700000003
021-002,FW 201848,271.0,,3517.41
022-009,FW 201835,7196.0,,47620.72999999998
021-090,FW 201924,2.0,,178.8
022-010,FW 201751,13.0,,-135.85000000000002
027-031,FW 201803,16996.0,,302062.04000000865
021-002,FW 201851,300.0,,5355.57
021-013,FW 201929,,,
021-007,FW 201919,669986.0,,2846459.3999999966
021-001,FW 201853,108851.0,,1287322.3599999975
022-012,FW 202005,2980.0,,36121.089999999975
022-010,FW 201817,91.0,,1847.97
022-009,FW 201750,1230.0,,7151.08
028-009,FW 202052,4.0,,189.76
021-003,FW 202026,119633.0,,533458.36
021-005,FW 201801,257919.89999999997,,789627.1899999994
021-004,FW 202037,7647.0,,41656.57000000001
027-031,FW 201920,0.0,,10.2
022-012,FW 201841,4962.0,,50995.35000000002
022-004,FW 201835,,,
021-018,FW 201908,,,
021-004,FW 201940,4972.0,,27381.429999999997
021-008,FW 202007,995361.0,,3232511.570000001
021-005,FW 201809,263323.56,,772866.1299999995
027-031,FW 202018,,,
022-010,FW 201942,60.0,,2034.3300000000004
022-010,FW 201831,68.0,,1971.33
025-001,FW 201924,,,
028-026,FW 201919,2782.0,,269456.38000000047
021-020,FW 201927,1865096.08,,14369637.200000027
021-003,FW 201912,62242.0,,204828.06999999986
021-005,FW 201817,280795.47000000003,,821613.7499999998
022-009,FW 202047,36144.0,,174107.34000000145
022-009,FW 201919,6688.0,,44662.27000000003
028-028,FW 201837,36.0,,2829.28
028-026,FW 202005,8.0,,300.3
021-018,FW 202050,11.0,170.0,1602.1799999999998
028-023,FW 202052,7397.0,98118.0,67646.86000000071
027-031,FW 202003,,,
021-008,FW 201940,705086.3,,2342871.679999999
022-010,FW 201820,387.0,,9529.779999999995
021-006,FW 201926,817.0,,4371.7300000000005
028-023,FW 201847,495.0,,9454.789999999966
021-007,FW 202041,416939.16000000003,,1893668.4499999976
022-010,FW 201849,131.0,,4478.46
021-003,FW 202025,85688.0,,279569.3299999999
022-012,FW 201822,4861.0,,51569.90000000007
030-027,FW 201902,0.0,,-1.1799999999999997
025-001,FW 201812,20.0,,1499.8
021-090,FW 202042,3.0,,200.01
021-008,FW 201842,553811.0,,1803040.0000000002
021-005,FW 201840,265546.19,,827228.6900000003
021-015,FW 202048,45.0,,3343.07
022-004,FW 201805,4.0,,81.52
021-013,FW 201913,,,
021-004,FW 201841,4086.0,,12057.64
022-004,FW 201852,3.0,,3562.5
022-012,FW 201811,4706.0,,47880.75000000002
021-090,FW 202043,4.0,,418.71
021-004,FW 202030,6698.0,,35480.36
021-015,FW 202016,89.0,,6415.96
028-028,FW 201820,45.0,,2480.0900000000024
021-005,FW 201829,258191.56,,790854.4700000001
028-023,FW 201941,4678.0,,36771.59999999968
028-023,FW 202017,27750.0,,273857.6200000009
022-014,FW 201944,,,
022-012,FW 201941,3751.0,,48067.70000000004
025-001,FW 201836,10.0,,749.9
028-028,FW 202019,214.0,,13067.559999999983
028-028,FW 201903,16.0,,1018.6399999999998
022-010,FW 202049,109.0,,3500.2000000000003
021-020,FW 201816,2076895.25,,18809895.600000046
021-003,FW 202044,74436.0,,363198.3099999999
021-004,FW 201809,4675.0,,15181.320000000007
022-004,FW 202044,12.0,,12855.0
021-008,FW 202050,900870.0,3671873.34,2922217.799999982
021-002,FW 202051,1222.0,19021.0,19429.590000000004
027-031,FW 201828,2278.0,,42113.06000000008
022-014,FW 201814,-1.0,,-90.9
021-020,FW 201912,2283096.0,,17862315.370000042
021-002,FW 202021,1652.0,,27808.579999999994
021-004,FW 201920,5361.0,,15594.08
021-001,FW 201951,128557.0,,1377880.2100000014
021-020,FW 202039,1462856.0,,16330940.900000026
028-023,FW 201935,8293.0,,57005.760000000766
027-031,FW 201952,,,
022-012,FW 201801,3966.0,,43466.93999999998
021-015,FW 201931,125.0,,9109.749999999998
028-023,FW 202048,5311.0,,35212.899999999805
022-009,FW 202037,59823.0,,293150.10999999987
027-031,FW 201824,12627.0,,228719.54000000516
021-006,FW 201806,1179.0,,6857.419999999999
022-004,FW 201808,9.0,,183.42
027-031,FW 201846,-70.0,,-1277.8
021-017,FW 202039,308.0,,2013.04
025-001,FW 201941,,,
021-090,FW 201949,1.0,,142.5
021-001,FW 201936,127305.0,,1378432.3599999987
021-020,FW 202034,1823684.0,,24870988.210000083
021-004,FW 202026,7315.0,,36531.020000000004
022-009,FW 201817,8118.0,,55781.399999999994
021-008,FW 202031,792405.0,,3331453.019999999
027-031,FW 202026,,,
027-031,FW 202034,,,
028-023,FW 202021,26076.0,,250032.92000000543
021-018,FW 201924,1.0,,107.81
028-026,FW 201914,583.0,,73150.17999999996
021-017,FW 201821,,,
021-006,FW 202024,4937.0,,22182.13
028-023,FW 201841,1130.0,,22200.92999999987
022-010,FW 201840,225.0,,5351.219999999998
028-023,FW 202028,12475.0,,122449.79999999837
021-006,FW 201923,1387.0,,6809.97
022-012,FW 202017,2794.0,,37226.71000000007
022-010,FW 201844,259.0,,6976.709999999999
021-005,FW 202049,358194.23,,1288164.6099999973
021-090,FW 201822,904.0,,1448.0
021-007,FW 201946,250068.0,,934106.9199999999
022-010,FW 201903,100.0,,3273.49
022-010,FW 202010,,,
022-014,FW 201951,0.0,,-2.2737367544323206e-13
025-001,FW 201847,,,
021-003,FW 202050,77103.0,561110.0,397471.5900000005
021-015,FW 202101,69.0,524.0,5208.939999999999
028-023,FW 202103,2264.0,116888.0,17794.20999999989
022-009,FW 202103,21316.0,268641.5,104368.09000000021
022-010,FW 202050,110.0,2399.0,3338.530000000001
021-008,FW 201927,769301.0,,2744682.1899999995
021-001,FW 202014,189854.0,,2097409.840000009
022-009,FW 201925,49600.0,,265749.6100000027
021-090,FW 202010,4.0,,365.0
021-007,FW 201806,299691.0,,1313430.1600000004
022-012,FW 202001,3362.0,,41072.94999999997
021-018,FW 201839,2.0,,218.9
028-026,FW 201920,2136.0,,205247.1400000003
028-026,FW 201950,52.0,,1984.35
021-020,FW 201916,2624570.0,,20477626.92000004
021-020,FW 201931,1754429.0,,13421700.28000001
021-004,FW 201949,3648.0,,22534.639999999996
021-013,FW 201849,,,
021-015,FW 201820,194.0,,12739.17
028-023,FW 201939,7491.0,,43169.99999999962
021-090,FW 201947,-1.0,,-118.81
021-017,FW 201915,,,
021-017,FW 201942,64.0,,279.68
021-003,FW 201904,49783.0,,171035.28000000003
021-004,FW 201925,4185.0,,14795.310000000001
028-028,FW 201935,-10.0,,-511.89999999999986
021-018,FW 201812,3.0,,519.88
021-090,FW 201846,752.0,,2178.79
022-009,FW 201901,2500.0,,18419.22
025-001,FW 201916,,,
022-004,FW 202037,,,
027-031,FW 201945,,,
022-004,FW 202017,6.0,,6427.5
021-001,FW 201820,111598.0,,1379919.079999995
021-003,FW 201906,52021.0,,155706.77999999997
022-010,FW 202101,96.0,2397.0,2901.8400000000006
021-002,FW 202052,1013.0,18448.0,14372.43
021-007,FW 201848,183570.0,,746295.3399999997
022-009,FW 202045,60798.0,,289326.04
021-015,FW 201902,74.0,,5020.49
022-013,FW 201828,,,
021-008,FW 201820,877605.0,,3279939.5100000007
021-090,FW 202037,1.0,,10.0
021-004,FW 201824,4480.0,,12104.379999999997
022-009,FW 201907,5604.0,,49027.91
028-026,FW 202038,,,
021-007,FW 201821,661654.0,,2808181.9300000034
021-004,FW 202036,8258.0,,39595.49999999999
028-023,FW 201929,7370.0,,58752.31000000141
028-023,FW 201942,4396.0,,29121.019999999724
028-028,FW 201938,39.0,,2099.54
021-018,FW 201823,2.0,,746.0
021-090,FW 201752,2.0,,100.01
021-007,FW 201828,521936.0,,2187937.170000001
022-010,FW 201827,215.0,,5474.229999999999
021-002,FW 202045,271.0,,7570.8099999999995
022-012,FW 201835,4606.0,,52397.26000000006
022-009,FW 201941,56815.0,,302056.88000000315
021-001,FW 202044,170603.0,,2210873.5800000094
021-005,FW 201922,262114.37,,800907.3700000003
028-023,FW 202033,14072.0,,109866.15999999878
021-005,FW 202028,369823.16,,1194270.5400000007
022-012,FW 201852,4453.0,,50236.050000000076
021-015,FW 201904,69.0,,5027.91
022-004,FW 202003,,,
021-090,FW 201906,8.0,,792.6800000000001
028-026,FW 201918,3297.0,,319910.70000000007
021-008,FW 202035,881464.0,,3302174.419999998
021-002,FW 201751,182.0,,1871.1899999999996
021-005,FW 202009,331368.65,,1027390.8100000016
021-006,FW 201845,9128.0,,21024.030000000006
021-004,FW 201922,4668.0,,14024.770000000004
021-013,FW 201910,,,
021-018,FW 201947,5.0,,383.5
022-004,FW 201803,358.0,,7296.04
021-005,FW 202002,277017.19999999995,,873416.1600000021
021-005,FW 201904,264720.99,,840213.7100000007
021-006,FW 201914,1519.0,,6239.160000000001
021-008,FW 201835,613548.0,,2278510.2700000005
021-003,FW 202039,73219.0,,347287.2699999999
025-001,FW 201846,1.0,,82.68
021-007,FW 201915,701011.0,,3009581.120000001
021-020,FW 202007,1951562.0,,14463441.530000014
021-090,FW 201809,5.0,,530.73
021-018,FW 201937,,,
021-020,FW 201849,879080.0,,6322076.959999989
021-002,FW 201950,954.0,,8750.53
022-009,FW 202028,59856.0,,300446.71000000025
028-028,FW 201936,35.0,,2895.389999999999
021-002,FW 201752,457.0,,5600.98
021-090,FW 201848,1.0,,175.0
021-090,FW 202039,,,
021-007,FW 201832,456073.0,,1931124.5000000005
021-004,FW 201752,4584.0,,21163.710000000003
021-090,FW 201814,3.0,,519.99
021-020,FW 201934,1783686.7,,13689344.550000008
021-005,FW 201934,276443.58999999997,,788347.5299999994
021-001,FW 202022,189519.0,,2160801.9600000093
021-006,FW 201901,5306.0,,15561.160000000002
021-002,FW 201929,1870.0,,23231.4
021-090,FW 202102,2.0,10288.0,300.0
021-001,FW 202103,37273.0,744916.0,508551.5300000035
022-004,FW 202052,6.0,427.0,6427.5
021-090,FW 201815,6.0,,825.25
021-001,FW 201817,120970.0,,1490562.1399999957
022-014,FW 202051,,,
021-006,FW 202036,32790.0,,147792.21000000002
021-017,FW 201932,280.0,,2711.52
021-017,FW 201946,0.0,,0.0
028-028,FW 201928,28.0,,2544.5799999999995
021-006,FW 201818,942.0,,6134.740000000002
021-008,FW 201801,799962.0,,2257476.0399999996
021-017,FW 202030,582.0,,3548.58
021-020,FW 202006,1767813.0,,13083878.58000001
021-017,FW 201945,60.0,,601.2
021-018,FW 202016,2894.0,,281062.0800000001
022-004,FW 201811,2.0,,142.76
028-028,FW 201810,35.0,,2000.0199999999995
021-020,FW 201821,1938025.93,,18839527.15000004
021-004,FW 201952,4158.0,,25540.840000000007
022-010,FW 202012,102.0,,3285.7800000000007
022-004,FW 202006,9.0,,9641.25
021-006,FW 202048,3884.0,,19245.790000000008
021-004,FW 202020,7526.0,,35521.55000000001
021-015,FW 201830,120.0,,7523.16
028-028,FW 201806,10.0,,549.41
021-090,FW 201749,2.0,,100.01
022-010,FW 201851,155.0,,4767.150000000001
021-013,FW 201820,-2.0,,-19.96
022-009,FW 202018,67063.0,,341635.70999999973
021-017,FW 201906,,,
028-023,FW 201823,1871.0,,34056.40999999977
027-031,FW 201915,-11.0,,-133.69
021-002,FW 201839,447.0,,8385.61
021-006,FW 201947,1045.0,,4602.860000000001
021-002,FW 202037,1106.0,,21317.95
021-006,FW 202003,1439.0,,6824.19
021-005,FW 201907,275709.81,,835607.1800000002
022-009,FW 201924,48349.0,,255323.0700000028
028-023,FW 201832,2102.0,,40255.019999999786
022-004,FW 201939,,,
022-010,FW 201816,190.0,,4803.429999999999
022-004,FW 201947,,,
028-028,FW 201846,17.0,,1370.8999999999999
021-003,FW 201806,26416.0,,244795.90999999986
027-031,FW 201852,-47.0,,-540.06
021-017,FW 201914,2.0,,40.48
028-023,FW 201811,1810.0,,34937.5799999998
027-031,FW 201819,16941.0,,302315.3400000086
021-002,FW 202013,1643.0,,15893.279999999999
022-009,FW 201938,56727.0,,290233.4800000023
021-007,FW 202024,696419.0,,3265222.5299999984
021-004,FW 201914,4426.0,,12861.41
021-001,FW 201919,119416.0,,1373098.34
027-031,FW 201807,18206.0,,323068.12000001
021-090,FW 202040,2.0,,97.20999999999998
021-004,FW 201807,4936.0,,16247.17
022-010,FW 201941,157.0,,4593.58
022-004,FW 201842,,,
021-003,FW 202048,74687.0,,335528.9699999999
021-006,FW 202027,6435.0,,27452.569999999996
021-003,FW 201840,37971.0,,155418.8800000001
021-018,FW 202043,41.0,,1785.8
021-090,FW 202009,7.0,,679.5899999999999
022-004,FW 201830,,,
021-090,FW 201813,8.0,,322.34000000000003
021-002,FW 201819,833.0,,12979.640000000001
030-027,FW 201908,12.0,,45.46
021-006,FW 201812,1108.0,,6839.749999999999
027-031,FW 201916,-16.0,,-218.87999999999997
021-020,FW 202035,1758357.3,,23904275.710000075
022-010,FW 201944,78.0,,2332.5600000000004
028-026,FW 202051,-1.0,50.0,-33.0
021-090,FW 201806,4.0,,260.0
022-004,FW 202010,,,
021-004,FW 201931,4485.0,,22624.39999999999
021-004,FW 201812,5618.0,,16818.510000000002
027-031,FW 201938,,,
022-010,FW 202034,115.0,,3099.6499999999996
028-023,FW 201932,7893.0,,59272.74000000135
022-004,FW 202020,9.0,,9641.25
021-007,FW 201852,214774.2,,917072.0999999999
021-001,FW 201948,129534.0,,1361123.6100000006
022-004,FW 201840,1.0,,1139.78
021-001,FW 201927,117426.0,,1347869.6500000008
021-015,FW 201822,80.0,,5095.410000000001
021-018,FW 201940,,,
021-008,FW 201751,609846.0,,1801168.8899999997
022-010,FW 202024,228.0,,7228.1399999999985
021-015,FW 201804,168.0,,9768.800000000001
021-006,FW 201809,961.0,,5832.560000000001
025-001,FW 201817,12.0,,884.8799999999999
021-007,FW 202048,226493.0,,1105362.5299999998
022-012,FW 202037,4088.0,,46107.920000000006
021-006,FW 202016,625.0,,3411.47
022-004,FW 201838,,,
021-020,FW 202026,2055458.0,,22160013.200000063
022-012,FW 202028,3827.0,,44865.46000000003
022-012,FW 202015,1251.0,,16212.35999999997
030-027,FW 201901,3.0,,33.0
021-013,FW 201832,,,
025-001,FW 201947,,,
027-031,FW 201842,231.0,,-1308.0800000000004
021-005,FW 201923,276897.26,,846166.8499999996
