C_Class_Nbr,C_Short_Week,C_Sales_Units,C_Str_OH_units_dly,C_sales
021-004,FW 202047,3750.0,,26842.620000000006
025-001,FW 202011,,,
021-090,FW 201940,57.0,,543.8100000000001
021-006,FW 201929,959.0,,4944.22
025-001,FW 201925,,,
022-004,FW 201836,12.0,,7085.67
022-004,FW 201924,,,
028-023,FW 201903,1408.0,,22539.309999999867
025-001,FW 201910,8.0,,661.44
025-001,FW 202002,,,
022-004,FW 201821,1.0,,225.0
022-010,FW 201946,115.0,,3601.5300000000007
025-001,FW 201842,3.0,,248.04000000000002
025-001,FW 201939,,,
021-007,FW 201843,246813.0,,997707.2100000001
021-003,FW 202009,79683.0,,212101.55999999994
022-010,FW 201806,301.0,,8162.160000000001
021-015,FW 201919,56.0,,4014.6200000000003
021-018,FW 202046,49.0,,4741.18
021-006,FW 202102,5786.0,18484.0,31291.850000000006
021-006,FW 202028,10001.0,,42849.979999999996
022-012,FW 201853,4357.0,,44389.36000000002
021-015,FW 201915,81.0,,5645.500000000001
021-018,FW 201938,,,
021-007,FW 201936,500570.0,,2068815.519999999
021-017,FW 201816,,,
028-023,FW 201802,381.0,,9993.539999999985
021-007,FW 202012,781334.03,,3528747.639999998
021-002,FW 201833,339.0,,6595.9299999999985
028-023,FW 202047,4087.0,,25355.439999999857
028-023,FW 201928,8025.0,,62527.24000000167
021-018,FW 201945,,,
028-026,FW 201931,504.0,,41398.65999999997
021-005,FW 202040,382835.96,,1287586.1699999995
028-023,FW 201825,1766.0,,32770.86999999976
025-001,FW 201931,,,
028-026,FW 202019,26.0,,889.05
021-006,FW 201945,1031.0,,5315.679999999999
021-006,FW 202018,1231.0,,7998.240000000003
021-008,FW 202027,978009.0,,3437241.0600000005
021-001,FW 201950,121830.0,,1311841.070000001
021-005,FW 201834,270960.98,,825925.7399999998
022-004,FW 201845,2.0,,450.0
021-003,FW 201908,56906.0,,181530.94999999998
028-023,FW 201804,375.0,,10088.04999999998
021-004,FW 202009,5512.0,,28571.210000000006
025-001,FW 201930,,,
021-007,FW 202046,262663.0,,1200649.8399999996
028-026,FW 202009,12.0,,397.0
021-003,FW 201937,58820.0,,182369.69999999995
028-023,FW 201902,1142.0,,20699.699999999888
028-028,FW 201925,28.0,,2224.39
028-028,FW 201910,94.0,,5031.51
021-005,FW 202003,299355.79000000004,,911368.4700000017
021-002,FW 201818,630.0,,8477.010000000002
022-010,FW 201803,-17.0,,-1186.9499999999998
021-006,FW 202041,21971.0,,89040.91000000003
021-005,FW 201939,270065.33,,854579.1200000003
028-023,FW 201842,1033.0,,19810.019999999873
027-031,FW 201825,9170.0,,167805.46000000267
021-007,FW 202035,522694.08999999997,,2520403.6499999953
021-015,FW 202023,96.0,,6843.83
021-001,FW 201943,114466.0,,1230790.5599999984
021-001,FW 201828,114643.0,,1410545.7099999955
021-006,FW 202015,484.0,,1820.6200000000008
027-031,FW 201901,-26.0,,-511.87
022-010,FW 201907,131.0,,4330.04
021-005,FW 202103,109181.5,1868174.6800000004,433030.6400000002
021-003,FW 202046,68265.0,,371259.67999999993
022-012,FW 202004,3325.0,,39707.84999999997
021-015,FW 201926,88.0,,6304.400000000001
021-017,FW 201916,,,
021-020,FW 201929,1750170.0,,13396277.27000002
022-009,FW 202022,64765.0,,323166.5500000005
021-006,FW 202030,23081.0,,71262.73000000001
028-023,FW 201919,9623.0,,104570.76999999864
021-018,FW 201847,,,
028-026,FW 201922,2678.0,,256749.9000000003
021-090,FW 201908,41.0,,827.89
021-008,FW 201818,948752.0,,3752573.49
021-001,FW 202046,153178.0,,1988469.4900000154
021-005,FW 201819,280512.07,,811100.3599999999
021-007,FW 201851,214936.0,,852509.9099999997
021-006,FW 202017,1072.0,,5972.609999999998
028-023,FW 201845,552.0,,10385.369999999959
028-026,FW 202025,19.0,,623.7
021-006,FW 202005,961.0,,4872.329999999999
022-009,FW 201824,7118.0,,43865.959999999985
021-015,FW 202038,67.0,,4766.999999999999
021-004,FW 201934,5159.0,,23753.149999999994
022-009,FW 201909,5794.0,,48186.450000000004
028-028,FW 202013,144.0,,7426.309999999978
027-031,FW 201814,17397.0,,311567.8000000094
021-003,FW 201853,41920.0,,130707.60999999994
028-023,FW 201848,532.0,,9524.079999999978
028-028,FW 201909,64.0,,3651.4299999999994
021-008,FW 201921,967183.0,,3514198.3
021-020,FW 201828,1627574.0,,14912048.930000024
021-002,FW 201947,215.0,,6116.400000000001
021-018,FW 202012,1154.0,,111892.61999999994
022-009,FW 202049,61434.0,,302856.82999999874
021-001,FW 202018,196320.0,,2215535.8000000017
025-001,FW 202013,,,
021-018,FW 202051,21.0,478.0,2519.58
021-090,FW 201837,0.0,,-247.98
021-004,FW 201813,5066.0,,14639.179999999997
021-020,FW 201803,1057439.0,,8375138.349999996
021-008,FW 202015,1731258.0,,6508435.91
021-003,FW 201809,31061.0,,348004.23
022-012,FW 201807,5453.0,,57435.79000000006
021-018,FW 201930,2.0,,215.62
021-002,FW 201921,1753.0,,28184.920000000002
022-009,FW 202011,49649.0,,238126.19000000306
022-012,FW 201823,4102.0,,41886.73999999999
022-004,FW 201913,15.0,,16061.25
021-020,FW 201925,1929965.0,,14820550.280000012
021-008,FW 202014,1799781.0,,6670238.000000001
021-001,FW 201907,119430.0,,1388048.719999998
022-004,FW 201806,1.0,,20.38
021-006,FW 202013,682.0,,3409.3899999999985
028-023,FW 202024,21915.0,,205503.18999999925
021-008,FW 202049,839152.0,,2672933.8899999787
021-006,FW 202045,11777.0,,49936.490000000005
021-015,FW 201840,227.0,,15135.55
027-031,FW 201810,19524.0,,349290.16000001086
021-020,FW 201814,2329143.0,,20185711.57000004
021-017,FW 202035,1314.0,,6550.34
021-020,FW 201749,663940.0,,4952543.789999999
021-008,FW 202037,868661.0,,3182480.7400000007
028-028,FW 202001,15.0,,288.39
028-028,FW 202040,256.0,,15565.249999999975
021-007,FW 202033,543933.0,,2581991.939999995
021-002,FW 201935,2387.0,,29675.12
022-010,FW 201829,194.0,,5424.67
021-090,FW 202041,1.0,,300.0
021-008,FW 201931,787515.0,,2671460.070000002
021-001,FW 202013,187584.0,,2091571.4800000095
028-026,FW 202010,18.0,,600.0
021-020,FW 201820,2013093.47,,19341932.98000004
027-031,FW 201844,-38.0,,-1414.2500000000002
021-090,FW 201821,3.0,,274.1
021-003,FW 202012,97958.0,,265171.0800000002
021-003,FW 201812,31987.0,,321537.58999999985
022-012,FW 201814,5312.0,,57865.920000000035
021-008,FW 201844,608752.05,,1790569.83
021-020,FW 201848,778121.0,,5601135.329999996
021-013,FW 201927,,,
021-017,FW 202025,436.0,,1881.6799999999998
021-001,FW 202039,157183.0,,2041121.660000012
028-026,FW 202052,,50.0,
021-003,FW 202017,102185.0,,294962.51
022-009,FW 202004,52959.0,,255865.89000000255
022-009,FW 202002,44164.0,,221431.9300000028
022-010,FW 201910,62.0,,1548.53
028-026,FW 202042,-1.0,,-33.0
021-020,FW 202040,1812804.5,,18984109.56000006
021-008,FW 201943,538785.0,,1660832.8499999999
021-005,FW 201930,328784.61,,896221.7299999989
027-031,FW 202016,,,
030-027,FW 202008,,,
028-028,FW 202026,371.0,,24605.949999999968
021-007,FW 201845,276818.0,,1065530.4599999995
021-015,FW 202030,109.0,,7654.250000000001
022-004,FW 201908,2.0,,58.86
021-020,FW 201914,2043252.09,,16405043.90000003
022-012,FW 201842,4783.0,,53394.06000000004
022-010,FW 201911,54.0,,1466.3200000000004
021-013,FW 201749,347.0,,1953.53
021-008,FW 201834,616909.0,,2242377.7699999986
028-023,FW 202008,10580.0,,121366.41999999995
028-028,FW 201929,49.0,,3424.0699999999993
022-012,FW 201838,4400.0,,46767.610000000015
021-018,FW 201816,4.0,,1231.8400000000001
021-018,FW 202031,712.0,,66952.65000000001
021-090,FW 202011,6.0,,375.0
022-012,FW 201817,5387.0,,55865.68000000004
022-012,FW 202026,2594.0,,31120.639999999967
022-012,FW 201934,2973.0,,32930.97999999997
022-010,FW 201807,501.0,,13530.159999999996
021-020,FW 201951,1093116.0,,7747371.180000001
021-003,FW 201845,40958.0,,127414.30999999998
021-004,FW 201852,3773.0,,11362.699999999997
022-013,FW 201831,,,
028-023,FW 201946,2940.0,,20370.649999999914
021-007,FW 201918,707581.16,,3085628.360000001
021-001,FW 201930,124354.0,,1375224.0399999982
021-003,FW 201922,55947.0,,165152.23999999996
021-006,FW 201813,1128.0,,7046.009999999998
021-007,FW 202103,58435.0,3692590.0200000005,342328.3400000006
021-020,FW 202050,1271980.0,6849756.47,15517809.640000075
028-026,FW 202101,,49.0,
021-006,FW 202025,20060.0,,172241.44999999998
021-090,FW 202044,4.0,,369.04
021-013,FW 201901,,,
021-004,FW 201843,2685.0,,8806.58
021-004,FW 202021,7107.0,,36196.18999999999
021-004,FW 201909,5414.0,,17305.96
021-015,FW 201825,163.0,,9984.000000000002
022-004,FW 202043,6.0,,6427.5
021-004,FW 201941,4574.0,,25590.480000000007
021-002,FW 201837,925.0,,14655.479999999998
028-023,FW 201917,11797.0,,139321.72999999602
021-017,FW 202040,-158.0,,-2740.6400000000003
021-015,FW 201803,70.0,,4034.95
021-004,FW 201902,3083.0,,9692.910000000002
021-020,FW 201921,2233963.3,,17130934.400000043
021-090,FW 201842,1.0,,0.01
021-004,FW 201811,5123.0,,14460.140000000003
021-090,FW 201819,4.0,,252.51999999999998
022-004,FW 202045,,,
021-020,FW 201807,1545097.08,,12368742.480000012
028-023,FW 201853,990.0,,16972.369999999908
021-006,FW 201830,793.0,,4798.350000000001
021-003,FW 201952,55213.0,,159544.0700000001
022-012,FW 201914,3886.0,,46259.22000000002
028-023,FW 201926,8700.0,,71087.65000000183
021-001,FW 201813,115335.0,,1452608.0499999942
021-005,FW 202039,390475.06,,1296698.6999999993
022-014,FW 201833,,,
021-090,FW 201918,1.0,,175.0
021-001,FW 201806,114796.0,,1396136.9299999953
021-008,FW 201847,575705.0,,1686812.0999999999
028-026,FW 201952,17.0,,496.47
022-009,FW 201816,6526.0,,41800.52000000002
021-018,FW 201902,,,
021-003,FW 201811,35469.0,,333365.0800000001
021-006,FW 201829,984.0,,6188.999999999999
022-004,FW 202005,,,
021-090,FW 201904,2.0,,307.0
021-007,FW 201811,493713.0,,2130455.230000001
021-003,FW 201838,38890.0,,150219.04999999993
021-015,FW 201947,36.0,,2545.55
025-001,FW 201906,7.0,,578.76
028-028,FW 201940,10.0,,494.28999999999996
021-007,FW 201826,577676.0,,2344540.730000002
021-002,FW 202019,1006.0,,15281.07
021-004,FW 202003,5008.0,,26527.529999999995
021-020,FW 201902,1035989.25,,7546120.690000002
021-006,FW 202049,5673.0,,30115.00000000001
021-003,FW 201826,36848.0,,244079.97999999992
021-013,FW 201843,,,
022-012,FW 201942,4043.0,,46782.22999999999
021-007,FW 201829,503068.0,,2115247.8500000015
025-001,FW 201948,,,
022-014,FW 201807,,,
028-028,FW 201809,38.0,,1617.4400000000003
021-018,FW 201901,,,
021-020,FW 201903,1015377.0,,7429448.039999997
021-090,FW 202021,10.0,,530.42
022-012,FW 202038,3911.0,,45386.260000000024
021-020,FW 201904,1125443.13,,8479003.989999996
021-004,FW 202048,4262.0,,32724.47
022-009,FW 202040,54618.0,,274543.12000000285
021-003,FW 201830,31533.0,,137247.94000000003
021-004,FW 201851,3234.0,,10244.81
021-018,FW 201925,1.0,,18.82
021-017,FW 202050,938.0,1066.0,4965.099999999999
021-020,FW 202014,3721674.0,,28678371.700000074
021-007,FW 201752,234688.0,,948491.9299999999
022-009,FW 202013,58003.0,,283568.7900000022
025-001,FW 201825,5.0,,374.94999999999993
021-001,FW 202026,188400.75,,2148633.420000007
028-009,FW 202050,2.0,,94.88
021-003,FW 202010,79859.0,,195205.07999999996
021-005,FW 201852,267581.17000000004,,839856.7500000005
021-015,FW 201950,97.0,,6280.3
025-001,FW 201839,5.0,,382.45
022-004,FW 201810,0.0,,0.0
021-007,FW 202034,564911.0,,2624617.039999994
021-020,FW 202028,2025060.5,,23253367.160000052
021-003,FW 201824,41363.0,,316595.62
021-018,FW 201815,4.0,,638.09
021-020,FW 201850,1088534.0,,7962835.879999997
021-017,FW 202003,1160.0,,5309.4
022-012,FW 201928,3921.0,,41272.470000000016
021-006,FW 201823,1225.0,,8267.32
021-018,FW 201802,1.0,,107.47
028-028,FW 201830,16.0,,808.1899999999999
021-015,FW 201846,92.0,,6641.949999999999
025-001,FW 201850,,,
021-007,FW 201929,556616.0,,2319515.779999997
021-020,FW 201935,1717548.0,,13004746.57000001
021-090,FW 202006,4.0,,265.02
021-001,FW 202032,168706.0,,2248434.920000003
022-010,FW 201841,231.0,,6266.779999999999
022-012,FW 201901,3603.0,,35140.729999999974
021-006,FW 201916,2058.0,,7510.740000000001
027-031,FW 201749,13788.0,,246694.23000000606
021-013,FW 201842,,,
021-090,FW 201914,5.0,,265.02
021-005,FW 201914,262957.47,,769377.7200000007
021-006,FW 201817,1037.0,,6713.679999999998
025-001,FW 201827,7.0,,524.93
025-001,FW 201823,19.0,,1424.81
021-006,FW 202042,19148.0,,77930.79000000001
021-008,FW 202010,1186932.0,,4324601.109999999
028-026,FW 202016,24.0,,776.81
021-017,FW 202101,790.0,1064.0,7557.839999999999
021-007,FW 202051,277722.0,3351253.52,1431649.3900000337
021-001,FW 202051,174523.0,667039.5,2312240.8799997806
021-005,FW 201832,264141.83,,837220.2699999998
022-012,FW 202045,3426.0,,40821.720000000016
022-009,FW 201821,6969.0,,43593.49
022-012,FW 201826,4462.0,,44472.240000000005
028-028,FW 201931,38.0,,2866.3700000000003
021-017,FW 202020,52.0,,279.24
021-004,FW 201903,3047.0,,9299.689999999999
025-001,FW 201808,15.0,,1124.85
021-002,FW 202012,2257.0,,25609.629999999997
028-023,FW 201813,2228.0,,44855.89999999985
021-013,FW 201809,0.0,,-29.95
028-028,FW 202018,392.0,,28242.030000000075
021-004,FW 201810,4583.0,,13611.379999999997
022-010,FW 201919,141.0,,4837.450000000001
027-031,FW 201826,6003.0,,109793.84000000016
021-004,FW 201815,5998.0,,17141.23
021-018,FW 202020,2613.0,,250981.49
022-012,FW 201844,4559.0,,50824.73000000003
025-001,FW 201832,7.0,,524.93
027-031,FW 201903,-31.0,,-449.99999999999994
021-001,FW 202030,174189.0,,2328352.120000007
021-006,FW 202022,3362.0,,15312.020000000004
021-008,FW 201846,545579.0,,1609840.38
028-028,FW 201848,17.0,,1229.28
021-020,FW 201832,1483513.0,,12665093.68
021-001,FW 202017,205941.0,,2311779.420000005
021-018,FW 202004,23.0,,2276.31
021-008,FW 201946,564621.0,,1680336.6600000004
028-023,FW 201915,8777.0,,117514.01999999609
028-005,FW 201809,,,
021-090,FW 202003,-764.0,,-2508.99
021-002,FW 202031,411.0,,12870.830000000004
021-006,FW 201946,623.0,,2068.05
022-009,FW 201839,7811.0,,46819.92999999999
021-008,FW 201837,589332.0,,2138135.5700000003
021-002,FW 202011,868.0,,9087.769999999999
021-018,FW 201827,6.0,,2238.0
022-012,FW 201946,3264.0,,39054.23999999999
021-006,FW 201846,10210.0,,22605.789999999997
021-004,FW 202005,5813.0,,32403.219999999994
021-002,FW 201816,410.0,,7356.65
021-001,FW 202045,165898.0,,2148076.5600000126
021-001,FW 202011,159821.0,,1787691.3700000108
021-001,FW 202037,168432.0,,2202335.760000003
022-010,FW 201935,92.0,,2938.04
028-026,FW 202030,2.0,,49.5
021-006,FW 201918,1069.0,,4690.210000000004
028-023,FW 202041,12137.0,,72419.48000000083
021-003,FW 202013,103094.0,,272673.2000000002
021-004,FW 202014,7893.0,,37797.93
027-031,FW 201849,-85.0,,-1230.5
028-023,FW 201934,8266.0,,54689.33000000105
028-023,FW 201920,11145.0,,107233.0599999983
021-001,FW 201832,115234.0,,1414792.5799999966
022-012,FW 201912,3917.0,,43227.020000000004
022-009,FW 201931,53570.0,,278086.3900000027
028-028,FW 201832,29.0,,1983.48
021-020,FW 201819,2176214.3,,20569490.370000035
021-090,FW 201911,4.0,,401.19
021-013,FW 201833,,,
027-031,FW 202051,,2.0,
021-015,FW 202102,113.0,435.0,8082.32
021-020,FW 202103,225000.0,7528967.970000001,2676153.2599999993
028-028,FW 202052,110.0,,7391.599999999996
021-004,FW 201847,3107.0,,9341.609999999999
021-004,FW 201839,4232.0,,13340.280000000002
022-010,FW 201839,368.0,,9262.179999999997
022-012,FW 201808,4931.0,,52416.990000000056
021-002,FW 202041,191.0,,6497.16
021-001,FW 201749,100242.0,,1173508.9899999995
021-002,FW 201810,950.0,,11884.96
025-001,FW 201835,4.0,,292.46
021-007,FW 201907,421283.48,,1783142.27
021-001,FW 201946,115745.0,,1258049.6000000013
022-012,FW 201927,3780.0,,39987.79999999996
025-001,FW 201814,19.0,,1424.81
027-031,FW 201841,936.0,,1805.1499999999953
021-002,FW 201825,554.0,,8397.47
030-027,FW 201907,88.0,,329.32
021-017,FW 201938,-22.0,,-154.2199999999999
021-007,FW 202001,243026.0,,1036076.16
021-002,FW 201905,-16.0,,832.6700000000001
021-015,FW 201831,91.0,,5953.84
021-015,FW 202005,75.0,,5280.7699999999995
025-001,FW 201809,18.0,,1339.82
021-005,FW 201818,280170.37,,828180.9299999998
021-008,FW 202008,1073384.0,,3612935.5599999973
021-018,FW 202021,1917.0,,184044.2
021-008,FW 201824,814224.0,,2976677.4699999983
021-001,FW 202010,133522.0,,1483543.7500000065
021-090,FW 201751,2.0,,200.0
021-004,FW 201826,4209.0,,12784.390000000001
021-017,FW 202032,-312.0,,-1294.56
021-008,FW 201907,1016372.0,,3443102.9799999995
021-015,FW 202013,73.0,,5240.25
028-023,FW 201906,3081.0,,50850.54999999977
021-007,FW 201911,548787.0,,2397125.540000001
021-001,FW 202019,197269.0,,2230207.1300000055
030-027,FW 202005,,,
022-012,FW 201827,4998.0,,53217.310000000056
021-001,FW 201812,115289.0,,1447341.1099999947
022-012,FW 202022,3641.0,,44629.31000000004
021-006,FW 201921,2044.0,,7790.070000000003
025-001,FW 201914,,,
021-005,FW 201902,242344.24,,762101.5400000004
028-028,FW 201906,54.0,,2227.339999999999
022-004,FW 201903,1.0,,29.43
021-008,FW 202047,628308.75,,1933976.5799999994
021-005,FW 201947,191676.49,,602217.8200000002
021-006,FW 201853,5319.0,,14803.830000000005
021-005,FW 202037,384713.43000000005,,1279485.2799999993
021-017,FW 201910,,,
021-017,FW 202004,48.0,,244.55999999999995
022-004,FW 202041,,,
022-004,FW 201846,14.0,,13815.0
028-026,FW 202033,4.0,,132.0
021-008,FW 202002,692613.0,,2016613.9799999993
021-004,FW 202028,8198.0,,40223.13
022-010,FW 201813,185.0,,4355.999999999999
028-028,FW 202039,205.0,,12998.159999999993
027-031,FW 201913,-11.0,,-145.89
025-001,FW 201843,,,
028-028,FW 201924,55.0,,4255.739999999999
022-012,FW 202050,3886.0,12681.0,46578.899999999994
021-020,FW 202051,1266216.0,6925154.97,15817050.619999962
028-009,FW 202102,2.0,,94.88
021-001,FW 201909,119544.0,,1388497.9799999972
022-009,FW 202020,66671.0,,337243.47999999876
022-009,FW 202009,49324.0,,237578.39000000316
027-031,FW 202020,,,
021-004,FW 201802,3994.0,,14000.99
021-015,FW 202020,82.0,,5688.160000000001
021-017,FW 201929,36.0,,249.92000000000002
028-028,FW 201927,39.0,,3237.4800000000005
021-018,FW 201951,,,
022-010,FW 201926,77.0,,2211.2300000000005
022-004,FW 202014,,,
028-028,FW 202024,508.0,,34107.489999999976
021-005,FW 201901,246916.39,,785254.5400000007
021-004,FW 202040,6852.0,,37465.880000000005
022-012,FW 201948,2304.0,,28400.76999999999
028-026,FW 202040,1.0,,33.0
027-031,FW 201820,15199.0,,269815.95000000723
021-008,FW 202003,727257.0,,2231207.0
025-001,FW 202004,,,
021-020,FW 201839,1416277.1600000001,,11407577.330000008
021-003,FW 201901,45778.0,,163408.98999999993
021-002,FW 201928,1233.0,,12725.979999999998
021-015,FW 202046,52.0,,3669.7999999999997
022-010,FW 201936,99.0,,2771.52
021-015,FW 201906,77.0,,5482.629999999999
027-031,FW 201928,-2.0,,-0.02
021-090,FW 201929,4.0,,458.75
022-012,FW 201909,4020.0,,43387.67000000001
022-004,FW 201751,8.0,,136.42000000000002
021-001,FW 201825,116245.0,,1453087.889999995
021-015,FW 201935,106.0,,7356.480000000001
022-010,FW 201945,176.0,,5392.3099999999995
028-026,FW 202031,,,
021-007,FW 202009,542985.75,,2336227.8100000015
030-027,FW 201906,16.0,,62.72000000000001
025-001,FW 201815,19.0,,1424.81
021-007,FW 202004,339970.0,,1391610.4
021-003,FW 201934,54836.0,,157511.65999999997
022-014,FW 201803,,,
028-028,FW 202017,148.0,,9958.580000000014
021-090,FW 201917,2.0,,259.0
025-001,FW 201810,17.0,,1274.83
021-007,FW 201920,701628.0,,3022862.3099999977
021-007,FW 201817,751363.0,,3270314.650000001
021-007,FW 201941,329118.0,,1368280.3900000001
022-012,FW 201839,4727.0,,54625.570000000036
021-007,FW 201834,481150.5,,1985050.5400000012
021-020,FW 201840,1413280.0,,11194064.450000009
021-005,FW 202033,389991.27,,1277809.8999999992
021-015,FW 202008,54.0,,3805.7
021-001,FW 201952,122450.0,,1323620.9899999988
025-001,FW 201851,5.0,,413.40000000000003
028-023,FW 202038,15666.0,,93260.26000000085
028-028,FW 201922,36.0,,2866.559999999999
022-012,FW 201849,2879.0,,31951.579999999994
022-010,FW 201922,149.0,,4793.320000000001
022-004,FW 202032,6.0,,6427.5
021-008,FW 201906,946021.0,,3083627.62
021-018,FW 201946,,,
021-090,FW 201943,1.0,,0.01
022-010,FW 202006,123.0,,4416.18
027-031,FW 202050,,2.0,
021-090,FW 202008,3.0,,196.01999999999998
021-020,FW 201943,1014108.0,,7296281.029999992
021-018,FW 201830,4.0,,877.66
021-080,FW 202024,0.0,,0.0
021-017,FW 202036,-36.0,,-161.82
021-006,FW 202044,14653.0,,58375.029999999984
021-015,FW 201808,94.0,,5495.04
021-015,FW 202017,92.0,,6429.82
021-001,FW 201935,125965.0,,1362749.1099999982
021-006,FW 202038,50117.0,,223612.7099999999
021-015,FW 201922,134.0,,9394.350000000002
021-007,FW 201850,295899.0,,1018085.0599999991
021-003,FW 201936,63224.0,,194870.57999999984
021-005,FW 201951,279977.12,,848916.2200000011
021-015,FW 202006,61.0,,4288.57
028-028,FW 201901,17.0,,638.8099999999998
021-007,FW 202027,592831.86,,2806187.450000001
021-015,FW 201845,64.0,,4027.87
028-023,FW 201949,3120.0,,22368.10999999994
021-018,FW 201941,,,
021-018,FW 201836,4.0,,971.6800000000001
021-002,FW 201843,24.0,,1051.21
022-004,FW 201950,1.0,,1125.0
021-015,FW 201807,90.0,,5190.81
028-023,FW 201923,9492.0,,87592.010000002
021-004,FW 202010,5183.0,,24496.979999999992
021-013,FW 201907,,,
028-023,FW 202029,16481.0,,125761.70999999937
021-002,FW 202046,356.0,,8773.07
022-009,FW 201806,2312.0,,14001.67
027-031,FW 201805,18976.0,,338411.46000001027
021-002,FW 201914,761.0,,13265.609999999999
021-004,FW 202002,4535.0,,27351.720000000005
022-012,FW 202032,3553.0,,42072.17999999996
021-001,FW 202042,172438.0,,2236728.800000004
022-010,FW 201847,225.0,,5716.82
022-004,FW 201829,,,
021-007,FW 201810,401651.0,,1742184.16
021-001,FW 202025,186017.0,,2132748.590000008
021-007,FW 201841,386395.0,,1439308.7999999989
027-031,FW 202001,-2.0,,-34.81
022-004,FW 201814,2.0,,40.76
022-009,FW 202050,59158.0,275074.0,298375.68000000203
021-015,FW 202050,141.0,558.0,8251.899999999998
022-004,FW 201833,2.0,,244.76
022-004,FW 201824,1.0,,29.43
028-028,FW 202038,263.0,,16695.57000000001
021-003,FW 201938,57053.0,,166285.78
021-005,FW 202024,390441.94,,1167363.1600000018
022-009,FW 202021,66006.0,,327161.8999999987
028-028,FW 201825,32.0,,1502.6199999999992
028-026,FW 201923,1548.0,,147258.07000000027
028-028,FW 201905,15.0,,667.66
022-004,FW 202038,,,
022-004,FW 202046,9.0,,9641.25
021-090,FW 201946,1.0,,25.0
021-008,FW 201937,711231.0,,2592509.77
021-003,FW 201807,35918.0,,356223.6100000001
021-013,FW 201909,,,
028-028,FW 201847,12.0,,536.2
021-020,FW 202046,1245666.0,,11035621.740000004
021-018,FW 201844,2.0,,117.33000000000001
022-012,FW 201918,3395.0,,36325.00999999998
028-023,FW 201810,1632.0,,33178.30999999981
022-014,FW 201837,,,
022-004,FW 201905,15.0,,16050.0
021-007,FW 201925,604283.4,,2565350.2999999993
021-017,FW 201933,791.0,,3842.4300000000003
021-004,FW 201840,6206.0,,15894.87
027-031,FW 201911,-16.0,,-223.29999999999998
021-018,FW 202041,127.0,,7758.6799999999985
021-015,FW 201849,72.0,,5086.3
021-005,FW 201913,283875.57,,898351.1799999999
027-031,FW 202017,-1.0,,-19.97
021-090,FW 201811,283.0,,972.9000000000001
021-001,FW 201848,101687.0,,1188958.4699999967
021-013,FW 201911,,,
021-007,FW 202026,615685.0,,2945403.079999996
022-012,FW 202003,3441.0,,41799.87
028-023,FW 202050,6389.0,89526.0,52548.50000000073
022-010,FW 202103,21.0,2408.0,749.5699999999999
021-020,FW 201834,1529855.0,,12878188.280000012
021-006,FW 202007,518.0,,2502.419999999999
021-006,FW 201925,1162.0,,5515.010000000002
021-015,FW 201925,79.0,,5606.42
021-002,FW 201909,712.0,,8142.509999999998
021-018,FW 202028,711.0,,66297.12000000005
022-009,FW 201848,2875.0,,19990.56
021-001,FW 201810,115271.0,,1431120.7999999966
021-013,FW 201847,,,
021-005,FW 202011,374055.74,,1205356.050000002
021-004,FW 201936,4971.0,,24532.909999999996
021-013,FW 201817,,,
021-008,FW 201935,725065.0,,2553581.8400000003
021-001,FW 201852,116653.0,,1382254.9099999967
021-002,FW 201943,1232.0,,15771.56
022-012,FW 202042,3719.0,,43010.330000000016
022-010,FW 202015,47.0,,1521.9799999999998
025-001,FW 201952,,,
021-004,FW 201820,4744.0,,13101.260000000004
028-028,FW 201845,21.0,,1374.5099999999998
021-003,FW 201921,57047.0,,167199.75000000012
021-005,FW 201906,270672.98,,838153.2800000005
028-023,FW 201938,7711.0,,48693.220000000256
021-001,FW 201803,108432.0,,1308386.699999997
028-023,FW 201852,1110.0,,19418.50999999987
021-017,FW 202031,0.0,,-30.0
028-023,FW 201849,631.0,,10970.289999999964
021-005,FW 201937,278664.78,,825356.0999999996
022-010,FW 201920,66.0,,2405.9700000000003
028-028,FW 201828,49.0,,1948.5899999999997
021-006,FW 201919,1868.0,,9818.800000000003
022-004,FW 201752,38.0,,30343.489999999998
028-028,FW 202049,193.0,,12848.909999999994
021-002,FW 202039,824.0,,21908.669999999995
021-015,FW 201920,73.0,,5275.280000000001
021-008,FW 201812,1084926.0,,3973317.650000001
022-012,FW 202018,2487.0,,31778.74999999994
028-023,FW 202039,14940.0,,87264.5400000008
021-005,FW 201928,286309.03,,788869.0100000004
022-009,FW 202032,62516.0,,318587.9199999999
021-018,FW 201840,1.0,,109.45
021-017,FW 201937,0.0,,0.0
021-001,FW 201933,121122.0,,1321759.3399999975
021-005,FW 202014,414825.8,,1282252.8600000017
021-006,FW 201905,2441.0,,10256.170000000002
028-023,FW 201834,1634.0,,31085.05999999978
028-026,FW 201951,26.0,,861.0
021-004,FW 201845,3407.0,,10023.340000000002
021-013,FW 201814,-2.0,,-5.41
021-007,FW 201906,356095.0,,1523493.4599999995
021-008,FW 201808,1050128.0,,3342613.240000001
021-004,FW 201938,4480.0,,26118.12
021-015,FW 202040,91.0,,6637.290000000001
028-028,FW 201853,47.0,,1680.1800000000003
021-003,FW 201839,42567.0,,183523.75999999998
022-010,FW 201823,337.0,,9254.259999999998
021-020,FW 202016,3858791.31,,32053570.830000103
022-009,FW 201812,3890.0,,23805.26
025-003,FW 202051,21.0,,60.650000000000006
