"SKU","SKU Nbr","Store","Store Nbr","Short Week","Sales Units","Sales $","Str OH Units Wkly"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202048","","","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202028","","","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202040","2","$28.57","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202039","","","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202052","","","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202040","","","224"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202041","","","232"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202035","47","$1,033.06","182"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202031","","","249"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202038","1","$21.98","225"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202045","","","69"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202050","","","133"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202032","","","249"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202046","","","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202047","","","273"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202046","","","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202033","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202034","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202038","","","222"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202025","8","$175.84","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202049","","","140"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202033","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202043","","","171"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202048","","","196"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202039","2","$43.96","233"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202051","","","475"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202048","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202032","","","241"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202026","","","257"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202052","","","109"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202041","","","234"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202030","22","$483.56","227"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202040","","","194"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202045","","","248"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202032","","","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202051","12","$263.76","187"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202049","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202101","","","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202040","","","157"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202046","","","224"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202049","1","$21.98","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202041","","","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202035","","","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202027","1","$21.98","258"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202019","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202024","2","$43.96","258"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202023","3","$65.94","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202045","","","183"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202049","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202019","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202051","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202034","2","$43.96","231"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202047","","","230"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202036","","","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202031","4","$26.36","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202052","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202045","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202050","","","207"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202050","","","235"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202028","4","$87.92","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202048","","","191"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202051","9","$180.23","127"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202051","","","207"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202038","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202047","","","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202051","","","235"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202031","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202046","","","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202043","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202045","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202044","","","321"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202021","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202101","","","237"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202028","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202037","","","167"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202038","42","$923.16","111"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202047","","","243"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202047","","","205"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202046","","","321"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202035","1","$21.98","223"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202036","1","$20.82","190"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202028","","","247"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202032","28","$615.44","230"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202034","","","227"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202101","","","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202049","5","$70.00","133"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202047","","","194"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202019","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202046","","","230"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202027","","","247"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202040","6","$131.88","198"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202048","","","273"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202045","","","205"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202044","1","$21.98","215"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202021","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202036","","","250"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202042","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202036","4","$87.92","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202024","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202052","","","170"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202046","","","179"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202050","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202052","","","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202022","2","$24.17","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202045","","","222"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202033","2","$43.96","246"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202045","","","247"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202037","16","$351.68","204"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202043","","","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202043","12","$263.76","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202039","1","$21.98","255"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202038","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202026","1","$21.98","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202032","","","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202032","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202019","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202038","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202101","","","127"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202038","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202035","","","180"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202022","","","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202033","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202040","","","323"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202029","1","$21.98","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202044","(1)","($21.98)","190"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202025","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202051","","","205"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202034","","","239"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202045","","","215"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202043","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202023","2","$43.96","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202028","5","$109.90","222"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202034","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202028","7","$153.86","236"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202046","1","$21.98","465"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202044","30","$659.40","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202037","11","$241.78","141"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202023","5","$109.90","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202036","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202026","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1535-EVERGREEN","1535","FW 202050","","","3"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202047","","","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202049","","","235"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202021","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202029","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202042","","","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202028","1","$21.98","253"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202050","","","217"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202052","","","243"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202046","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202041","","","233"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202043","","","210"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202038","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202022","","","263"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202101","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202101","16","$351.68","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202044","14","$307.72","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202101","","","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202033","0","($89.04)","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202030","","","261"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202029","","","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202038","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202047","","","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202047","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202101","","","191"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202048","","","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202041","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202045","","","203"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202027","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202027","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202043","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202031","","","266"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202037","37","$813.26","153"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202051","","","170"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202022","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202026","2","$43.96","248"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202029","5","$109.90","238"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202032","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202035","1","$6.59","258"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202050","","","205"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202046","4","$87.92","196"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202039","4","$87.92","151"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202044","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202031","6","$131.88","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202051","","","186"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202037","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202038","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202031","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202046","1","$21.98","218"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202039","","","264"
