"SKU","SKU Nbr","Store","Store Nbr","Short Week","Sales Units","Sales $","Str OH Units Wkly"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202050","","","158"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202046","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202047","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202035","11","$241.78","223"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202045","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202047","","","202"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202038","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202028","3","$65.94","261"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202039","","","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202025","4","$87.92","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202030","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202039","","","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202029","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202030","4","$87.92","257"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202028","1","$21.98","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202052","","","207"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202052","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202050","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202042","1","$21.98","475"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202032","","","227"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202034","","","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202028","3","$65.94","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202043","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202035","","","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202027","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202039","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202034","4","$87.92","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202049","","","237"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202046","","","238"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202025","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202045","2","$43.96","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202049","","","66"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202101","","","80"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202052","","","67"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202031","","","247"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202044","3","$65.94","219"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202049","26","$571.48","203"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202046","","","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202038","","","203"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202028","1","$21.98","249"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202049","","","175"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202037","","","250"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202037","","","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202048","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202032","","","219"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202026","7","$153.86","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202028","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202047","","","179"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202033","3","$65.94","241"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202022","","","263"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202049","4","$87.92","184"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202046","","","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202039","","","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202047","","","193"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202049","","","170"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202045","","","238"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202041","","","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202035","3","$65.94","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202030","","","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202025","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202026","2","$43.96","253"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202048","3","$65.94","188"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202025","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202039","","","234"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202033","","","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202044","6","$131.88","183"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202051","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202051","16","$335.68","183"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202034","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202031","2","$43.96","230"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202034","1","$21.98","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202046","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202052","","","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202031","2","$43.96","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202030","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202019","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202029","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202036","1","$21.98","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202046","","","191"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202028","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202034","3","$54.95","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202043","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202035","7","$153.86","232"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202047","1","$21.98","165"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202027","1","$21.98","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202029","3","$65.94","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202040","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202039","1","$21.98","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202034","","","234"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202037","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202025","3","$65.94","238"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202027","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202042","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202045","","","209"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202043","","","245"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202049","","","238"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202041","","","194"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202038","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202042","3","$65.94","210"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202024","5","$109.90","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202038","","","204"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202037","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202042","","","246"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202028","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202032","","","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202041","","","151"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202033","10","$219.80","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202101","","","280"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202048","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202050","","","266"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202048","","","321"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202030","10","$219.80","201"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202036","","","233"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202031","13","$285.74","236"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202049","","","196"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202019","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202031","4","$87.92","258"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202030","7","$153.86","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202030","5","$109.90","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202045","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202048","1","$6.59","66"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202026","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202024","1","$21.98","257"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202046","","","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202040","15","$329.70","96"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202028","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202026","0","$0.00","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202031","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202101","1","$21.98","200"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202052","","","229"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202027","(2)","($43.96)","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202040","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202029","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202101","","","160"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202049","","","202"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202022","3","$65.94","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202038","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202038","6","$131.88","214"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202044","","","245"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202101","1","$21.98","184"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202046","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202039","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202030","2","$43.96","255"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202045","","","159"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202052","","","162"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202046","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202021","10","$219.80","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202028","4","$87.92","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202036","","","250"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202045","","","138"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202037","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202050","","","235"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202048","315","$6,885.90","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202025","3","$65.94","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202023","4","$87.92","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202034","","","209"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202027","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202051","","","133"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202030","","","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202045","","","191"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202046","","","257"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202028","54","$1,186.92","208"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202035","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202040","12","$263.76","227"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202019","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202028","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202037","1","$21.98","257"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202036","","","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202049","","","236"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202031","","","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202042","","","220"
